編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
RPQNMLPLKHKGFIF78EA,坡道平面,1500000,26.46,地下二樓
RPTPMLRKKHKGFBF58DA,坡道平面,0,,地下一樓
RPRNMLOLKHKGFGF48DA,坡道平面,0,,地下二樓
RPTOMLQLKHKGFAF38DA,坡道平面,0,,地下二樓
RPPPMLQLKHKGFAF08DA,坡道平面,0,12.93,地下三樓
RPROMLRJKHKGFBF18DA,坡道平面,1500000,31.30,地下三樓
RPPNMLKLKHKGFFF77DA,坡道平面,0,,地下一樓
RPOOMLSKKHKGFEF38DA,坡道平面,2510000,27.04,地下二樓
RPOOMLSKKHKGFEF38DA,坡道平面,2510000,27.04,地下二樓
RPSSMLSKKHKGFBF88DA,坡道機械,0,17.02,地下二樓
RPRPMLLLKHKGFBF87DA,坡道平面,2000000,28.00,地下二樓
RPSOMLOLKHKGFGF68DA,坡道平面,0,,地下一樓
RPPOMLKLKHKGFBF47DA,坡道平面,0,39.36,地下三樓
RPPOMLKLKHKGFBF47DA,坡道平面,0,39.36,地下三樓
RPSNMLPLKHKGFIF88DA,升降平面,0,32.29,地下三樓
RPUOMLPLKHKGFEF88EA,坡道平面,0,,地下二樓
RPXNMLPLKHKGFEF09EA,坡道平面,1650000,29.80,地下三樓
RPWNMLRKJHKGFEF88DA,坡道機械,650000,13.69,地下四樓
RPXNMLPLKHKGFGF66EA,坡道平面,2000000,33.02,地下一樓
RPPNMLQLKHKGFBF08EA,坡道平面,2100000,43.12,地下三樓
RPWNMLLLKHKGFEF48DA,坡道平面,0,7.07,地下二樓
RPQOMLLLKHKGFEF97DA,坡道平面,1600000,25.02,地下三樓
RPPNMLPLKHKGFHF58EA,坡道平面,0,15.00,地下二樓
RPTNMLPLKHKGFEF68EA,坡道平面,1500000,29.80,地下四樓
RPUNMLQLKHKGFIF56DA,升降機械,0,,地下二樓
RPUNMLQLKHKGFIF56DA,升降機械,0,,地下二樓
RPUNMLPLKHKGFEF78EA,坡道平面,1780000,29.80,地下二樓
RPVNMLPLKHKGFEF88EA,坡道平面,1500000,29.80,地下四樓
RPWNMLPLKHKGFEF98EA,坡道平面,1500000,29.80,地下四樓
RPSNMLPLKHKGFEF58EA,坡道平面,1750000,29.80,地下二樓
RPUNMLQLKHKGFDF68DA,坡道平面,0,28.87,地下一樓
RPXNMLNLJHKGFDF58DA,坡道平面,1250000,42.69,地下三樓
RPTOMLTKKHKGFEF98DA,坡道平面,1600000,28.83,地下二樓
RPTOMLTKKHKGFEF98DA,坡道平面,1600000,28.83,地下二樓
RPPNMLKLJHKGFAF17DA,升降平面,0,,地下二樓
RPQNMLRLKHKGFCF28DA,升降機械,2300000,24.46,地下三樓
RPOOMLPLKHKGFEF18DA,坡道平面,0,20.49,地下一樓
RPWPMLPLKHKGFBF78DA,坡道平面,0,24.23,地下三樓
RPXPMLRJKHKGFHF86DA,坡道機械,0,31.57,地下三樓
RPWNMLOKKHKGFHF98DA,坡道平面,2000000,,地下二樓
RPWNMLOKKHKGFHF98DA,坡道平面,2000000,,地下二樓
RPQOMLQLKHKGFHF78DA,升降平面,2300000,,地下二樓
RPPNMLRLKHKGFAF08EA,坡道平面,0,,地下三樓
RPPNMLQLKHKGFCF18EA,坡道平面,0,30.18,地下一樓
RPUPMLRLKHKGFAF68DA,坡道平面,2200000,38.35,地下一樓
RPUPMLRLKHKGFAF68DA,坡道平面,2200000,38.35,地下一樓
RPROMLPLKHKGFEF58EA,坡道平面,1480000,29.80,地下四樓
RPTPMLQLKHKGFEF88DA,坡道平面,0,35.66,地下二樓
RPPNMLNJLHKGFBF57DA,坡道平面,2800000,30.94,地下二樓
RPUOMLKKJHKGFEF08DA,坡道平面,0,,地下一樓
RPRNMLSKJHKGFBF18DA,坡道平面,2000000,,地下二樓
RPXOMLOLKHKGFGF56DA,坡道平面,2700000,20.57,地下一樓
RPWOMLOLKHKGFGF09DA,坡道平面,2000000,20.57,地下一樓
RPUNMLKLKHKGFEF18DA,坡道平面,0,31.39,地下三樓
RPSNMLNJLHKGFDF18EA,坡道平面,1200000,36.94,地下二樓
RPSNMLQLKHKGFDF58EA,坡道平面,2000000,,地下二樓
RPTNMLOLKHKGFGF68DA,坡道平面,0,33.85,地下二樓
RPTNMLQKJHKGFHF78DA,坡道平面,0,21.55,地下一樓
RPUOMLQLKHKGFDF78DA,坡道平面,2200000,35.37,地下一樓
RPTOMLOLKHKGFHF88DA,升降機械,1500000,18.36,地下二樓
RPROMLNKKHKGFGF38DA,坡道平面,2700000,39.71,地下三樓
RPTNMLNLJHKGFIF68DA,坡道平面,0,32.71,地下二樓
RPSNMLOJLHKGFBF08EA,坡道平面,0,46.96,地下三樓
RPSPMLPLKHKGFEF78EA,坡道平面,1500000,29.80,地下四樓
RPSPMLPLKHKGFEF78EA,坡道平面,1500000,29.80,地下四樓
RPRPMLPLKHKGFEF68EA,坡道平面,1450000,29.80,地下四樓
RPRPMLPLKHKGFEF68EA,坡道平面,1500000,29.80,地下四樓
RPQNMLNJLHKGFEF08EA,坡道機械,0,7.96,地下二樓
RPXOMLKKJHKGFBF08DA,坡道平面,0,34.72,地下二樓
RPRPMLQLKHKGFAF28DA,坡道平面,1700000,33.11,地下三樓
RPTPMLRLKHKGFAF58DA,坡道平面,0,40.06,地下二樓
RPQOMLPLKHKGFIF78DA,坡道平面,1600000,25.70,地下二樓
RPRNMLNKKHKGFEF08DA,坡道平面,2200000,17.73,地下三樓
RPVOMLPJKHKGFHF98DA,坡道機械,1800000,24.22,地下二樓
RPTNMLKLKHKGFHF38DA,升降機械,0,,地下一樓
RPUNMLNKKHKGFHF68DA,坡道平面,2500000,47.00,地下四樓
RPQPMLQKJHKGFBF08DA,坡道平面,2200000,,地下三樓
RPOOMLNJLHKGFDF87EA,坡道平面,0,37.13,地下二樓
RPUNMLOJLHKGFEF58EA,坡道平面,0,,地下二樓
RPWNMLNJLHKGFGF88EA,坡道平面,2000000,42.16,地下二樓
RPPOMLRLKHKGFHF88EA,坡道平面,0,36.06,地下一樓
RPQQMLTKKHKGFAF48DA,坡道平面,0,24.71,地下三樓
RPQPMLQLKHKGFAF18DA,坡道平面,2200000,40.11,地下二樓
RPOQMLKKKHKGFBF47DA,坡道平面,0,15.34,地下二樓
RPSSMLOJLHKGFBF48DA,坡道平面,0,,地下一樓
RPPNMLOLJHKGFCF77DA,坡道平面,2250000,31.54,地下三樓
RPRNMLNKKHKGFCF87DA,坡道平面,3500000,31.82,地下三樓
RPROMLOLKHKGFAF97DA,坡道平面,0,41.57,地下三樓
RPOPNLNJLHKGFBF77DA,坡道平面,0,,地下二樓
RPTOMLOJLHKGFDF38DA,坡道平面,0,32.98,地下三樓
RPXOMLRKJHKGFBF78DA,坡道機械,1000000,,地下一樓
RPVRNLNJLHKGFBF68DA,升降機械,0,,地下一樓
RPPNMLSLKHKGFAF08DA,坡道機械,2000000,12.64,地下四樓
RPSNMLLLKHKGFHF38DA,坡道平面,0,,地下一樓
RPPNMLOJLHKGFIF38DA,坡道平面,0,32.35,地下一樓
RPUPMLQLKHKGFEF98DA,坡道平面,0,22.88,地下二樓
RPVPMLQLKHKGFEF09DA,坡道平面,0,27.60,地下三樓
RPVPMLTJJHKGFBF78DA,坡道平面,0,40.10,地下三樓
RPVPMLTJJHKGFBF78DA,坡道平面,0,40.10,地下三樓
RPVPMLTJJHKGFBF78DA,坡道平面,0,40.10,地下三樓
RPVPMLTJJHKGFBF78DA,坡道平面,0,40.10,地下三樓
RPTOMLRJJHKGFDF48DA,坡道機械,0,22.15,地下三樓
RPSNMLNJLHKGFEF28EA,升降機械,1000000,17.75,地下二樓
RPTOMLPJLHKGFEF68EA,坡道平面,1500000,36.03,地下二樓
RPPSMLOJLHKGFBF18DA,坡道平面,0,20.64,地下二樓
RPRNMLPJLHKGFIF78EA,坡道平面,1600000,29.84,地下一樓
RPUNMLPJKHKGFBF18DA,坡道平面,2300000,24.07,地下二樓
RPOPMLRKKHKGFBF08DA,坡道平面,2300000,27.79,地下五樓含以下
RPSQMLSKKHKGFAF58DA,坡道平面,0,29.35,地下三樓
RPUNMLKLKHKGFCF97DA,坡道平面,1800000,35.11,地下二樓
RPVRMLLLKHKGFBF48DA,坡道平面,2000000,22.73,地下三樓
RPVRMLLLKHKGFBF48DA,坡道平面,2000000,22.73,地下三樓
RPTOMLPJLHKGFEF58DA,坡道平面,1500000,46.32,地下一樓
RPTNMLNJLHKGFCF08DA,坡道平面,2800000,13.81,地下二樓
RPUNMLPJLHKGFDF48DA,坡道平面,2000000,35.86,地下二樓
RPXNMLQLKHKGFDF98DA,坡道機械,0,24.63,地下二樓
RPQPMLQJLHKGFEF48DA,坡道機械,600000,,地下二樓
RPWNMLPJLHKGFCF58DA,坡道平面,0,35.28,地下二樓
RPVOMLPJLHKGFEF78DA,坡道平面,0,21.01,地下二樓
RPPNMLRJLHKGFBF08EA,坡道機械,1800000,17.11,地下三樓
RPSNMLPJLHKGFEF48EA,坡道平面,1650000,29.80,地下三樓
RPQNMLPJLHKGFEF28EA,坡道平面,1500000,29.80,地下四樓
RPRNMLPJLHKGFEF38EA,坡道平面,1750000,29.80,地下二樓
RPTNMLPJLHKGFEF58EA,坡道平面,1500000,29.80,地下四樓
RPOOMLPJLHKGFEF18EA,坡道平面,1620000,29.80,地下三樓
RPWNMLPJLHKGFEF88EA,坡道平面,1750000,29.80,地下二樓
RPVNMLPJLHKGFEF78EA,坡道平面,1750000,29.80,地下二樓
RPUNMLPJLHKGFEF68EA,坡道平面,1800000,29.80,地下一樓
RPXNMLPJLHKGFEF98EA,坡道平面,1750000,29.80,地下二樓
RPPOMLPJLHKGFEF28EA,坡道平面,1800000,29.80,地下一樓
RPUOMLPJLHKGFIF09DA,坡道平面,2200000,33.60,地下二樓
RPVOMLPJLHKGFEF88EA,坡道平面,0,33.00,地下三樓
RPQOMLPJLHKGFEF38EA,坡道平面,1500000,29.80,地下四樓
RPSOMLOJLHKGFHF78EA,坡道平面,0,48.94,地下二樓
RPQNMLSJJHKGFGF48DA,升降平面,1640000,46.02,地下五樓含以下
RPWOMLPJLHKGFHF56DA,其他,1400000,6.24,無固定樓層
RPQPMLPJLHKGFAF97DA,坡道平面,0,32.70,地下四樓
RPVQMLTJJHKGFBF88DA,坡道平面,0,19.05,地下三樓
RPUNMLLKKIJGFGF38DA,坡道平面,2300000,38.26,地下一樓
RPWNMLRLKHKGFAF68DA,坡道平面,3050000,26.99,地下一樓
RPRNMLTJKIJGFDF58EA,坡道平面,1480000,40.92,地下二樓
RPWNMLMKKIJGFHF88EA,坡道平面,3450000,40.48,地下四樓
RPOOMLLKKIJGFDF57DA,坡道平面,2000000,22.90,地下五樓含以下
RPWNMLLKKIJGFDF28DA,坡道平面,1700000,39.60,地下二樓
RPPNMLNKKIJGFGF18EA,坡道平面,0,43.33,地下三樓
RPUOMLLKKIJGFHF58DA,坡道機械,1500000,19.89,地下一樓
RPRNMLNKKIJGFDF08EA,坡道平面,1050000,42.08,地下五樓含以下
RPXNMLPJKIJGFHF09DA,升降機械,1000000,10.90,地下一樓
RPUNMLNKKIJGFHF68DA,升降平面,1700000,52.18,地下二樓
RPPNMLQKKIJGFCF08EA,坡道平面,0,,地下二樓
RPSOMLLKKIJGFBF77DA,升降機械,0,11.20,地下一樓
RPROMLMKKIJGFBF77DA,坡道平面,1800000,36.98,地下四樓
RPQPMLSKKIJGFCF48DA,坡道平面,2250000,40.63,地下二樓
RPQNMLTKKIJGFAF28EA,坡道平面,0,,地下一樓
RPRNMLSKKIJGFHF88DA,坡道平面,1900000,35.53,地下二樓
RPXNMLQJKIJGFBF58DA,坡道機械,0,14.81,地下一樓
RPTNMLRJKIJGFBF28DA,坡道平面,0,,地下二樓
RPPPMLTJKIJGFBF28DA,坡道平面,0,31.48,地下三樓
RPPPMLTJKIJGFBF28DA,坡道平面,0,31.48,地下三樓
RPUNMLSKKIJGFDF88EA,坡道平面,0,30.85,地下二樓
RPSNMLSKKIJGFDF68EA,坡道平面,0,30.85,地下二樓
RPTNMLSKKIJGFDF78EA,坡道平面,0,30.85,地下二樓
RPWNMLSKKIJGFEF56EA,坡道平面,0,19.92,地下二樓
RPUQMLRKKIJGFGF66DA,升降平面,0,31.17,地下三樓
RPPNMLTKKIJGFDF48EA,坡道平面,0,16.07,地下二樓
RPPNMLTKKIJGFDF48EA,坡道平面,0,18.99,地下二樓
RPSNMLQKKIJGFIF98EA,坡道平面,1800000,31.44,地下一樓
RPSNMLTKKIJGFDF78EA,坡道平面,2400000,31.07,地下二樓
RPPPMLSKKIJGFCF38DA,坡道平面,2600000,29.87,地下三樓
RPSNMLMKKIJGFEF08DA,坡道平面,450000,34.47,地下一樓
RPSNMLMKKIJGFEF08DA,坡道平面,450000,34.47,地下一樓
RPSNMLMKKIJGFEF08DA,坡道平面,450000,34.47,地下一樓
RPSNMLMKKIJGFEF08DA,坡道平面,450000,34.47,地下一樓
RPPNMLNLKIJGFDF87DA,坡道平面,1700000,18.18,地下一樓
RPXNMLSKKIJGFBF88DA,坡道平面,0,,地下三樓
RPQNMLNKKIJGFAF67EA,升降平面,1600000,31.91,地下一樓
RPTNMLMKKIJGFAF87EA,坡道平面,2500000,32.26,地下五樓含以下
RPTQMLKKKIJGFBF97DA,坡道平面,2800000,25.89,地下一樓
RPXOMLLKKIJGFBF28DA,坡道平面,1200000,39.43,地下二樓
RPQNMLLKKIJGFBF47DA,坡道平面,0,21.84,地下二樓
RPQNMLLKKIJGFBF47DA,坡道平面,0,21.84,地下二樓
RPRNMLKLKIJGFIF38EA,坡道機械,600000,26.98,地下三樓
RPWNMLKLKIJGFEF38DA,坡道機械,0,,地下二樓
RPPNMLKLKIJGFCF47DA,坡道平面,2500000,45.74,地下二樓
RPUNMLTKKIJGFGF66EA,坡道平面,2250000,41.18,地下二樓
RPPOMLNJKIJGFBF57DA,坡道平面,1400000,39.43,地下一樓
RPUNMLNLKIJGFGF78EA,坡道平面,0,29.88,地下一樓
RPUNMLNLKIJGFGF78EA,坡道平面,0,32.39,地下一樓
RPSOMLNJKIJGFBF87DA,坡道平面,1400000,39.43,地下一樓
RPSOMLNJKIJGFBF87DA,坡道平面,1200000,39.43,地下二樓
RPTNMLSKKIJGFAF38DA,坡道平面,2150000,22.21,地下四樓
RPXNMLTKKIJGFAF88DA,坡道平面,0,23.94,地下一樓
RPSNMLQKKIJGFBF18DA,坡道平面,1930000,34.88,地下一樓
RPQNMLQKKIJGFBF97DA,坡道平面,1930000,34.88,地下一樓
RPVPMLTKKIJGFBF98DA,坡道平面,0,29.30,地下一樓
RPVPMLTKKIJGFBF98DA,坡道平面,0,29.30,地下一樓
RPVPMLTKKIJGFBF98DA,坡道平面,0,29.30,地下二樓
UPVPMLTKKIJGFBF66DA,坡道平面,0,26.90,地下二樓
UPVPMLTKKIJGFBF66DA,坡道平面,0,29.30,地下四樓
RPSNMLOLKIJGFCF18DA,坡道平面,1000000,32.17,地下二樓
SPVPMLTKKIJGFBF09DA,坡道平面,0,29.30,地下五樓含以下
SPVPMLTKKIJGFBF09DA,坡道平面,0,29.30,地下五樓含以下
RPTPMLMKKIJGFEF38DA,坡道機械,0,10.18,地下二樓
TPVPMLTKKIJGFBF56DA,坡道平面,0,29.30,地下四樓
TPVPMLTKKIJGFBF56DA,坡道平面,0,29.30,地下四樓
RPUNMLOLKIJGFBF28DA,其他,0,18.45,地下一樓
RPVNMLNLKIJGFGF88EA,坡道平面,0,32.39,地下一樓
RPVNMLNLKIJGFGF88EA,坡道平面,0,32.39,地下一樓
RPRNMLTKKIJGFEF78EA,坡道平面,0,22.30,地下一樓
RPSNMLNLKIJGFEF38EA,坡道平面,0,25.69,地下三樓
RPQNMLKLKIJGFGF97DA,升降機械,0,20.66,地下一樓
RPRNMLOLKIJGFEF38EA,坡道機械,720000,9.85,地下一樓
RPQNMLNLKIJGFIF48DA,坡道機械,0,23.76,地下一樓
RPPNMLQLKIJGFCF18EA,坡道平面,0,,地下一樓
RPUOMLPLKIJGFAF38DA,坡道平面,0,31.70,地下四樓
RPUNMLOLKIJGFGF78DA,坡道機械,950000,23.95,地下二樓
RPQNMLOLKIJGFIF68EA,坡道平面,1850000,31.44,地下一樓
RPQNMLQLKIJGFBF08DA,坡道機械,0,,地下二樓
RPQOMLOLKIJGFCF08DA,坡道平面,2550000,26.26,地下三樓
RPROMLPLKIJGFDF38DA,坡道平面,2400000,42.98,地下三樓
RPWNMLPLKIJGFEF88DA,坡道平面,0,30.82,地下四樓
RPPPMLPLKIJGFAF97DA,坡道機械,1500000,16.10,地下三樓
RPOPMLPLKIJGFAF87DA,坡道機械,1400000,16.10,地下三樓
RPTPMLQLKIJGFBF58DA,坡道平面,0,33.08,地下一樓
RPXOMLRLKIJGFBF98DA,坡道平面,1580000,34.03,地下四樓
RPROMLSKKIJGFBF38DA,坡道平面,2400000,40.60,地下二樓
RPRNMLNLKIJGFEF18DA,坡道平面,1400000,43.21,地下二樓
RPRNMLNLKIJGFEF18DA,坡道平面,1400000,43.21,地下三樓
RPWNMLQLKIJGFAF58DA,坡道平面,1800000,31.70,地下一樓
RPWNMLQLKIJGFIF76DA,坡道平面,0,,地下二樓
RPTNMLQLKIJGFEF78EA,坡道平面,0,38.00,地下二樓
RPUNMLRLKIJGFEF98EA,坡道平面,1500000,,地下二樓
RPSOMLQLKIJGFGF98EA,坡道平面,2200000,30.05,地下三樓
RPWNMLQLKIJGFGF66EA,坡道平面,2000000,,地下二樓
RPTNMLRLKIJGFBF58EA,坡道平面,0,28.06,地下二樓
RPTNMLRLKIJGFBF58EA,坡道平面,0,24.89,地下一樓
RPVNMLRLKIJGFEF98DA,坡道平面,0,28.11,地下三樓
RPPNMLRLKIJGFEF38DA,坡道平面,0,24.81,地下二樓
RPSNMLKMKIJGFEF08DA,坡道機械,0,16.93,地下四樓
RPWNMLQLKIJGFCF78DA,坡道平面,2600000,46.92,地下二樓
RPPOMLTKKIJGFBF28DA,坡道平面,1800000,,地下一樓
RPTNMLKMKIJGFAF87EA,坡道平面,2000000,35.16,地下一樓
RPSNMLKMKIJGFDF97DA,坡道平面,520000,41.39,地下一樓
RPWOMLPLKIJGFHF66DA,坡道平面,0,18.57,地下一樓
RPWOMLPLKIJGFHF66DA,坡道機械,0,18.57,地下一樓
RPROMLPLKIJGFHF78DA,坡道機械,0,13.62,地下二樓
RPTOMLPLKIJGFIF09DA,坡道平面,1700000,24.94,地下一樓
RPTOMLPLKIJGFIF09DA,坡道平面,1400000,24.94,地下一樓
RPPNMLQLKIJGFBF08EA,坡道平面,2200000,24.18,地下二樓
RPOOMLMJJHKGFIF97DA,坡道平面,0,25.02,地下一樓
RPOOMLMJJHKGFIF97DA,坡道平面,0,25.02,地下一樓
RPSNMLRJKIJGFBF18DA,坡道平面,2000000,26.77,地下二樓
RPRPMLKMKIJGFEF18DA,升降機械,1000000,24.34,地下二樓
RPVNMLKMKIJGFDF28DA,坡道平面,2300000,24.33,地下三樓
RPQRMLLMKIJGFEF38DA,坡道平面,1500000,35.66,地下一樓
RPPNMLKMKIJGFCF57DA,坡道平面,0,,地下一樓
RPPNMLKMKIJGFCF57DA,坡道平面,0,,地下一樓
RPPNMLKMKIJGFCF57DA,坡道平面,0,,地下一樓
RPPNMLKMKIJGFCF57DA,坡道平面,0,,地下一樓
RPPNMLKMKIJGFCF57DA,坡道平面,0,,地下一樓
RPPNMLKMKIJGFCF57DA,坡道平面,0,,地下一樓
RPPNMLKMKIJGFCF57DA,坡道平面,0,,地下一樓
RPRNMLKMKIJGFGF18DA,坡道平面,2400000,43.89,地下二樓
RPXNMLQKKIJGFIF76DA,坡道平面,1400000,32.70,地下一樓
RPPNMLMJJHKGFEF67EA,坡道平面,1200000,37.57,地下三樓
RPPNMLMJJHKGFBF37EA,坡道平面,0,28.59,地下二樓
RPPPMLRLKIJGFAF18DA,坡道平面,1400000,19.73,地下三樓
RPRPMLRLKIJGFAF38DA,坡道平面,1600000,20.82,地下三樓
RPQPMLRLKIJGFAF28DA,坡道平面,1600000,20.82,地下三樓
RPRNMLLKKIJGFBF57DA,坡道平面,2000000,33.54,地下三樓
RPRNMLQKKIJGFBF08DA,坡道平面,0,30.89,地下三樓
RPOOMLTKKIJGFCF28DA,坡道平面,0,43.62,地下一樓
RPQNMLRKKIJGFCF18DA,坡道平面,680000,32.50,地下四樓
RPQNMLMJJHKGFDF57DA,坡道平面,0,37.42,二樓含以上
RPQNMLMJJHKGFDF57DA,坡道平面,0,37.42,二樓含以上
RPXOMLNLKIJGFEF88DA,坡道平面,1000000,35.74,地下二樓
RPVNMLRLKIJGFEF09EA,坡道平面,0,,地下一樓
RPVNMLRLKIJGFEF09EA,坡道平面,0,,地下一樓
RPTOMLRLKIJGFHF66EA,坡道平面,0,,地下二樓
RPXNMLRLKIJGFHF96EA,坡道平面,0,30.01,地下一樓
RPXNMLRLKIJGFHF96EA,坡道平面,0,34.29,地下一樓
RPOPMLSKKIJGFGF68DA,坡道平面,2200000,30.47,地下一樓
RPOPMLSKKIJGFGF68DA,坡道平面,2200000,30.47,地下一樓
RPUOMLNLKIJGFHF88DA,塔式車位,1000000,1.51,一樓
RPRNMLLMKIJGFHF38DA,坡道平面,2540000,34.83,地下二樓
RPSNMLLMKIJGFHF48DA,塔式車位,1200000,1.51,
RPTNMLMJJHKGFGF18DA,坡道平面,2000000,26.82,地下四樓
RPQNMLLMKIJGFAF67EA,升降平面,2250000,40.32,地下四樓
RPWNMLNLKIJGFHF98DA,塔式車位,1000000,1.51,一樓
RPOOMLNLKIJGFHF28DA,坡道平面,1800000,,地下一樓
RPTNMLLMKIJGFBF08EA,坡道平面,2500000,25.57,地下一樓
RPQNMLLMKIJGFFF18EA,坡道平面,0,,地下一樓
RPTNMLMJJHKGFBF77EA,坡道平面,2400000,38.02,地下三樓
RPPOMLKMKIJGFGF08DA,坡道平面,2300000,42.48,地下二樓
RPXNMLPLKIJGFHF66DA,坡道平面,0,,地下一樓
RPTOMLPLKIJGFHF98DA,坡道平面,1500000,29.09,地下一樓
RPQNMLOLKIJGFEF18DA,坡道平面,1800000,40.68,地下三樓
RPXNMLMJJHKGFIF78DA,坡道平面,0,25.02,地下一樓
RPXNMLMJJHKGFIF78DA,坡道平面,0,25.02,地下一樓
RPPOMLLMKIJGFGF28EA,坡道平面,2200000,37.52,地下二樓
RPQOMLQJJHKGFAF77DA,升降機械,1150000,,地下二樓
RPTNMLPLKIJGFAF18DA,坡道機械,0,18.02,地下四樓
RPQOMLRLKIJGFGF78DA,坡道機械,1530000,24.23,地下三樓
RPWPMLQJJHKGFEF88DA,坡道平面,0,28.08,地下三樓
RPPNMLRJJHKGFGF28DA,坡道平面,2600000,39.11,地下四樓
RPPPMLKMKIJGFBF67DA,坡道平面,1000000,39.43,地下三樓
RPTOMLOLKIJGFIF98DA,坡道平面,0,,地下一樓
RPSOMLMJJHKGFIF38DA,坡道平面,1800000,46.16,地下二樓
RPPNMLRJJHKGFBF87EA,坡道平面,1000000,39.43,地下三樓
RPPNMLMJJHKGFIF97DA,升降平面,2000000,41.40,地下二樓
RPTNMLMJJHKGFGF28EA,坡道平面,0,28.67,地下二樓
RPXPMLNJJHKGFBF38DA,坡道平面,2080000,49.36,地下一樓
RPVNMLSJJHKGFAF38DA,坡道平面,3000000,36.57,地下四樓
RPXNMLNJJHKGFAF08DA,坡道平面,2200000,40.11,地下二樓
RPRPMLRJJHKGFBF18DA,坡道平面,0,36.98,地下三樓
RPQNMLKMKIJGFCF67DA,坡道平面,2100000,18.37,地下二樓
RPSNMLRJJHKGFDF28DA,坡道平面,0,,地下四樓
RPSNMLRJJHKGFDF28DA,坡道平面,0,,地下四樓
RPUPMLKMKIJGFBF18DA,坡道平面,2200000,40.19,地下三樓
RPVNMLKKKIJGFBF87DA,坡道平面,1800000,23.03,地下一樓
RPOOMLRJJHKGFDF97DA,坡道平面,0,22.88,地下二樓
RPPNMLNJJHKGFAF37EA,坡道平面,0,28.55,地下二樓
RPVNMLSKKIJGFIF76DA,坡道平面,1800000,38.38,地下二樓
RPVNMLRJJHKGFEF78EA,坡道平面,1300000,34.84,地下一樓
RPUNMLQJJHKGFAF18EA,坡道平面,2500000,,地下三樓
RPTNMLRJJHKGFEF58EA,坡道平面,1500000,35.93,地下二樓
RPUOMLTJJHKGFHF66EA,坡道平面,0,,地下二樓
RPWNMLQKKIJGFBF58DA,坡道平面,0,22.09,地下二樓
RPSOMLQJJHKGFHF78EA,坡道平面,0,,地下一樓
RPPNMLRJJHKGFHF48EA,坡道平面,0,,地下一樓
RPVQMLNLKIJGFAF48DA,坡道平面,2000000,39.88,地下三樓
RPPOMLQJJHKGFHF38DA,坡道平面,0,,地下一樓
RPTOMLSJJHKGFEF68DA,坡道機械,0,15.01,地下一樓
RPXNMLSJJHKGFIF76DA,坡道平面,0,14.64,地下四樓
RPQNMLQJJHKGFHF48EA,坡道平面,0,24.81,地下三樓
RPQNMLQJJHKGFHF48EA,坡道平面,0,24.81,地下三樓
RPQNMLQJJHKGFHF48EA,坡道平面,0,24.81,地下三樓
RPQNMLQJJHKGFHF48EA,坡道平面,0,24.81,地下三樓
RPQNMLQJJHKGFHF48EA,坡道平面,0,24.81,地下三樓
RPPNMLSJJHKGFHF58EA,坡道平面,0,8.49,地下一樓
RPSNMLOLKIJGFAF97DA,其他,0,8.86,無固定樓層
RPQOMLMJKIJGFBF57DA,坡道平面,0,33.63,地下二樓
RPOPMLNKKIJGFBF67DA,坡道平面,0,40.91,地下一樓
RPRNMLQJJHKGFAF77DA,坡道平面,0,36.97,地下三樓
RPSQMLNJKIJGFAF97DA,坡道機械,2200000,13.22,地下四樓
RPQNMLRJJHKGFCF08EA,坡道平面,2500000,42.82,地下一樓
RPTNMLSJJHKGFIF09EA,坡道平面,0,42.33,地下四樓
RPPNMLTJJHKGFCF18EA,坡道平面,0,25.97,地下二樓
RPVNMLRJJHKGFDF58DA,坡道平面,0,,地下一樓
RPQNMLRJJHKGFDF08DA,坡道平面,0,,地下一樓
RPTNMLNLKIJGFCF18DA,坡道平面,2300000,32.76,地下三樓
RPQOMLKLKIJGFEF87DA,坡道平面,0,37.18,地下四樓
RPXNMLNLKIJGFHF09DA,坡道平面,0,39.70,地下五樓含以下
RPOOMLQLKIJGFAF97EA,坡道平面,2100000,39.24,地下三樓
RPROMLQJJHKGFHF68EA,坡道機械,1500000,21.16,地下二樓
RPQNMLTJJHKGFHF78EA,坡道平面,1700000,26.58,地下三樓
RPQNMLTJJHKGFCF18DA,坡道平面,0,25.76,地下三樓
RPXNMLNKJHKGFBF28DA,坡道平面,1680000,40.31,地下一樓
RPUNMLNJJHKGFCF97DA,坡道平面,2700000,32.76,地下一樓
RPSNMLLMKIJGFAF77DA,坡道平面,1800000,29.75,地下二樓
RPRNMLKKJHKGFDF57DA,坡道平面,0,12.23,無固定樓層
RPSPMLNJJHKGFAF77DA,坡道平面,2500000,36.52,地下五樓含以下
RPSPMLNJJHKGFAF77DA,坡道平面,2500000,36.52,地下五樓含以下
SPTNMLKKJHKGFGF18DA,坡道平面,0,14.74,地下一樓
RPVOMLOJKIJGFBF28DA,坡道平面,800000,20.01,地下二樓
RPVOMLOJKIJGFBF28DA,坡道平面,800000,20.01,地下二樓
RPQNMLTJJHKGFIF78DA,坡道機械,0,,地下二樓
RPUOMLQLKIJGFAF58EA,坡道平面,2450000,44.59,地下四樓
RPOOMLSKKIJGFHF68DA,坡道平面,2800000,31.45,地下二樓
RPTNMLQJJHKGFBF08DA,坡道平面,1000000,39.43,地下三樓
RPSNMLOKJHKGFCF97DA,坡道平面,0,25.76,地下三樓
RPROMLNKJHKGFCF87DA,坡道平面,0,32.49,地下二樓
