抓取時間,搜尋結果第幾頁,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,目前價格,原始價格,是否含車位價格
2025_10_16 23_38_25,3,濟南新生靜巷頂家,台北市大安區濟南路三段,公寓,57.4年,建坪33.27,主+陽33.28,5/5樓,5房(室)2廳3衛(含加蓋1房(室)--廳1衛), 捷運站旁雙拼方正大空間 ,永慶房屋有天然瓦斯房間都有窗近捷運忠孝新生站,"3,780","4,380萬",無
2025_10_16 23_38_25,3,大吉吉高樓雙露台,台北市中山區民生東路二段,住宅大樓,3.8年,建坪98.58,主+陽53.97,11/13樓,--房(室)1廳3衛, 高樓遠景，近捷運全聯生活機能優 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運行天宮站近捷運SB03站(規劃中),"9,688","10,500萬",含車位價
2025_10_16 23_38_25,3,世貿置產收租最愛,台北市信義區吳興街,公寓,47.3年,建坪27.48,主+陽27.48,5/5樓,7房(室)--廳7衛(含加蓋2房(室)--廳2衛), 全新裝潢 近北醫租客穩定  ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運麟光站,"2,380","2,680萬",無
2025_10_16 23_38_25,3,公園旁美妝三房,台北市信義區大道路,公寓,41.7年,建坪30.12,主+陽30.12,4/5樓,3房(室)2廳2衛, 近捷運近公園，正面馬路 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運後山埤站近捷運Y37站(施工中),"2,480","2,600萬",無
2025_10_16 23_38_25,3,三井南軟金店霸,台北市南港區重陽路,店面,16.7年,建坪38.92,主+陽18.67,1/7樓,1房(室)1廳1衛(含加蓋1房(室)--廳--衛), 近捷運、南港軟體園區商圈 ,永慶房屋有天然瓦斯正面大馬路近捷運南港軟體園區站近捷運東湖站,"4,100","4,600萬",含車位價
2025_10_16 23_38_25,3,新潤雙主臥四房車,台北市北投區磺港路,住宅大樓,11.3年,建坪80.26,主+陽44.13,12/14樓,4房(室)2廳3衛, 社區稀有高樓景觀釋出 ,永慶房屋有天然瓦斯房間都有窗近捷運奇岩站近捷運北投站,"6,688","8,088萬",含車位價250萬元
2025_10_16 23_38_32,4,德安碧湖寬敞店面,台北市內湖區金龍路,店面,46.2年,建坪21.70,主+平21.69,1/5樓,#NAME?, 面寬6米以上、20米大馬路旁 ,永慶房屋正面大馬路近捷運內湖站,"3,680","3,680",無
2025_10_16 23_38_32,4,德安碧湖寬敞店面,台北市內湖區金龍路,店面,46.2年,建坪21.70,主+平21.69,1/5樓,#NAME?, 面寬6米以上、20米大馬路旁 ,永慶房屋正面大馬路近捷運內湖站,"3,680","3,680",無
2025_10_16 23_38_32,4,忠泰雲端美居,台北市中山區林森北路,住宅大樓,11.9年,建坪28.70,主13.17,21/24樓,1房(室)1廳1衛, 忠泰建設 超高樓層  飯店物管 ,永慶房屋房間都有窗近捷運SB02站(規劃中)近捷運雙連站,"3,568","3,568",含車位價
2025_10_16 23_38_32,4,超高遠景日月星辰,台北市中山區林森北路,住宅大樓,11.9年,建坪61.59,主+陽33.97,21/24樓,3房(室)2廳2衛, 忠泰建設超高樓稀有景觀戶 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運SB02站(規劃中)近捷運雙連站,"7,768","7,768",含車位價
2025_10_16 23_38_32,4,新生金華庭院車庫,台北市大安區永康街,公寓,49.2年,建坪39.06,主32.82,B1~1/4樓,4房(室)2廳2衛(含加蓋2房(室)--廳--衛)," 新生國小金華國中,靜巷採光佳 ",永慶房屋有天然瓦斯房間都有窗近捷運東門站,"5,500","5,680萬",無
2025_10_16 23_38_32,4,忠孝界次高美妝,台北市信義區中坡南路,華廈,11.9年,建坪25.87,主+陽12.97,6/7樓,3房(室)2廳1衛(含加蓋2房(室)--廳--衛), 近板南捷運 生活機能佳 有景觀 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運後山埤站近捷運Y37站(施工中),"2,698","2,698",含車位價220萬元
2025_10_16 23_38_32,4,瑞光百坪電梯別墅,台北市內湖區瑞光路,透天厝,17.7年,建坪163.02,主+陽116.96,B1~4/4樓,7房(室)2廳7衛(含加蓋2房(室)--廳1衛), 空間大、有電梯。車庫型車位 ,永慶房屋有天然瓦斯房間都有窗近捷運Y33站(施工中),"11,000","13,000萬",含車位價
2025_10_16 23_38_32,4,生活名邸綠景四房,台北市內湖區金龍路,住宅大樓,28.9年,建坪74.54,主+陽+露53.24,2/15樓,4房(室)2廳2衛, 千坪基地完整公設管理坡平車位 ,永慶房屋廁所有窗有天然瓦斯房間都有窗,"4,580","4,880萬",含車位價
2025_10_16 23_38_32,4,雙敦延吉金店透天,台北市松山區延吉街,透天厝,61.4年,建坪12.84,主12.84,1/1樓,--房(室)2廳1衛(含加蓋--房(室)1廳--衛), 雙敦學區延吉街黃金店面 ,永慶房屋廁所有窗有天然瓦斯房間都有窗正面大馬路出租中近捷運台北小巨蛋站近捷運忠孝敦化站,"5,400","5,400",無
2025_10_16 23_38_32,4,新幸鴻兩間收租強,台北市大同區民權西路,辦公商業大樓,38.6年,建坪42.36,主31.11,2/15樓,2房(室)2廳2衛, 收租首選 ,永慶房屋有天然瓦斯房間都有窗近捷運L001站(規劃中)近捷運大橋頭站,"3,200","3,360萬",無
2025_10_16 23_38_32,4,低總價黃金三樓,台北市信義區中坡南路,公寓,42.2年,建坪23.73,主+陽18.64,3/5樓,2房(室)2廳1衛," 近未來廣慈捷運,一旁四公頃綠地 ",永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運後山埤站近捷運廣慈/奉天宮站(施工中),"2,198","2,298萬",無
2025_10_16 23_38_32,4,興安低總價多用途,台北市中山區興安街,辦公商業大樓,39.5年,建坪32.20,主24.56,2/14樓,4房(室)2廳1衛, 可住可辦，方正好規劃 ,永慶房屋有天然瓦斯房間都有窗近捷運SB04站(規劃中)近捷運南京復興站,"2,560","2,800萬",無
2025_10_16 23_38_32,4,宏普名人奢華豪邸,台北市信義區富陽街,華廈,14.8年,建坪61.92,主+陽35.89,4/7樓,3房(室)2廳2衛, 知名宏普建設三房、車位稀有釋出 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運六張犁站近捷運麟光站,"5,888","5,888",含車位價
2025_10_16 23_38_32,4,面學校難得頂佳,台北市信義區忠孝東路五段,公寓,49.7年,建坪30.34,主30.34,4/4樓,4房(室)3廳2衛(含加蓋1房(室)1廳1衛), 邊間 前後陽台 格局方正 ,永慶房屋有天然瓦斯房間都有窗近捷運後山埤站近捷運廣慈/奉天宮站(施工中),"2,780","2,780",無
2025_10_16 23_38_32,4,大氣美景坡平車位,台北市內湖區成功路五段,住宅大樓,15.6年,建坪100.84,主+陽42.30,8/11樓,3房(室)2廳2衛," 高樓美景明亮屋況好,有坡平車位 ",永慶房屋有天然瓦斯房間都有窗近捷運葫洲站,"7,180","7,180",含車位價450萬元
2025_10_16 23_38_32,4,金石山莊獨院別墅,台北市文山區秀明路一段,透天厝,34.6年,建坪120.56,主+平+陽+露94.70,B1~3/3樓,6房(室)4廳4.5衛(含加蓋--房(室)1廳0.5衛), 近市區的別墅，管理優質 ,永慶房屋有天然瓦斯房間都有窗近捷運Y2A站(施工中)近捷運萬芳社區站,"6,388","7,200萬",無
2025_10_16 23_38_32,4,中山花博天璽三房,台北市中山區農安街,辦公商業大樓,9.0年,建坪65.95,主+陽34.41,3/14樓,3房(室)2廳2衛, 屋齡新靜巷前後陽台正三房坡車 ,永慶房屋有天然瓦斯房間都有窗近捷運民權西路站,"5,308","5,308",含車位價300萬元
2025_10_16 23_38_32,4,北市稀有水岸兩房,台北市萬華區環河南路二段,住宅大樓,5.1年,建坪27.33,主+陽17.20,22/24樓,2房(室)2廳1.5衛, 稀有面淡水河高樓水岸宅 ,永慶房屋近捷運龍山寺站,"2,800","2,990萬",無
2025_10_16 23_38_32,4,公園景觀捷運美宅,台北市信義區忠孝東路五段,公寓,53.2年,建坪23.88,主23.88,2/4樓,2房(室)2廳2衛, 近後山埤捷運 正面公園稀有釋出 ,永慶房屋房間都有窗近捷運後山埤站近捷運Y37站(施工中),"2,600","2,600",無
2025_10_16 23_38_32,4,高樓名宅基泰臺大,台北市大安區羅斯福路三段,住宅大樓,12.6年,建坪108.08,主+陽52.49,16/19樓,4房(室)2廳3衛, 台大商圈生活機能佳-高樓層 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運公館站近捷運台電大樓站,"11,800","11,800",含車位價
2025_10_16 23_38_32,4,大安面公園三房,台北市大安區大安路一段,華廈,15.7年,建坪57.37,主+陽33.32,2/10樓,3房(室)2廳2衛, 鄰近忠孝sogo、面公園景觀 ,永慶房屋有天然瓦斯房間都有窗近捷運忠孝復興站,"7,880","7,880",含車位價
2025_10_16 23_38_32,4,公園景觀晶華名邸,台北市南港區經貿二路,住宅大樓,17.1年,建坪61.20,主+陽33.57,2/12樓,4房(室)2廳2衛, 稀有四房露臺戶 ,永慶房屋有天然瓦斯房間都有窗近捷運南港軟體園區站近捷運SB11站(施工中),"5,200","5,200",含車位價
2025_10_16 23_38_32,4,適文武百業大空間,台北市士林區華聲街,公寓,46.1年,建坪71.90,主71.90,B1/5樓,--房(室)2廳2衛, 華榮市場公辦都更案旁大空間辦公 ,永慶房屋廁所有窗房間都有窗正面大馬路近捷運Y25站(施工中)近捷運Y26站(施工中),"3,500","3,800萬",無
2025_10_16 23_38_32,4,陽明山上白雲山莊,台北市士林區仰德大道三段,公寓,46.8年,建坪46.95,主+陽44.71,2/4樓,4房(室)2廳2衛," 格局方正,停車便利,24H管理 ",永慶房屋廁所有窗房間都有窗,"1,750","1,750",無
2025_10_16 23_38_32,4,忠孝界稀有庭院戶,台北市信義區中坡南路,華廈,11.7年,建坪63.33,主+陽26.43,1/7樓,3房(室)3廳2衛(含加蓋2房(室)--廳--衛), 近板南捷運/邊間/增建空間大 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運後山埤站近捷運Y37站(施工中),"5,580","5,888萬",含車位價
2025_10_16 23_38_32,4,國輝花園優質好房,台北市萬華區國興路,華廈,34.6年,建坪46.68,主+陽37.44,10/10樓,3房(室)2廳2衛, 稀有釋出 ,永慶房屋近捷運廈安站(施工中)近捷運植物園站(施工中),"3,800","3,800",無
2025_10_16 23_38_32,4,專任附中高樓景觀,台北市大安區建國南路一段,住宅大樓,38.7年,建坪24.91,主+陽24.91,10/14樓,2房(室)2廳1衛, 採光很好，景觀視野佳，可抽車位 ,永慶房屋新上有天然瓦斯房間都有窗近捷運大安森林公園站近捷運大安站,"3,088","3,088",無
2025_10_16 23_38_32,4,大直捷運潛力透天,台北市中山區崇實路,透天厝,55.4年,建坪38.47,主+平+陽38.46,1~4/4樓,4房(室)2廳5衛(含加蓋1房(室)--廳1衛), 生活機能交通便利 ,永慶房屋房間都有窗三角窗出租中近捷運大直站,"5,500","7,800萬",無
2025_10_16 23_38_32,4,一層一戶亮辦公室,台北市內湖區瑞光路,辦公商業大樓,19.2年,建坪122.16,主48.52,6/13樓,7房(室)1廳--衛, 正瑞光路上靠近港墘生活機能便利 ,永慶房屋近捷運Y32站(施工中)近捷運港墘站,"7,780","7,780",含車位價400萬元
2025_10_16 23_38_32,4,稀有近捷運面寬店,台北市大安區和平東路二段,公寓,56.0年,建坪33.64,主33.64,1/4樓,3房(室)2廳2衛(含加蓋--房(室)--廳2衛), 科技大樓捷運站步行約3分鐘 ,永慶房屋廁所有窗近捷運科技大樓站近捷運大安站,"4,980","4,980",無
2025_10_16 23_38_32,4,正馬路面寬金店,台北市萬華區貴陽街二段,店面,41.4年,建坪50.32,主+平27.71,B1~1/6樓,#NAME?, 正大馬路 大面寬 招牌效益佳 ,永慶房屋正面大馬路出租中近捷運龍山寺站,"3,980","3,980",無
2025_10_16 23_38_36,5,大華靜巷公園錄,台北市內湖區成功路五段,住宅大樓,26.1年,建坪86.66,主+陽41.69,3~4/14樓,4房(室)2廳3衛, 大華建設面靜巷綠意 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運葫洲站,"6,280","6,280",含車位價
2025_10_16 23_38_36,5,大華靜巷公園錄,台北市內湖區成功路五段,住宅大樓,26.1年,建坪86.66,主+陽41.69,3~4/14樓,4房(室)2廳3衛, 大華建設面靜巷綠意 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運葫洲站,"6,280","6,280",含車位價
2025_10_16 23_38_36,5,麗湖美景裝潢高樓,台北市內湖區成功路五段,住宅大樓,15.6年,建坪85.72,主+陽42.30,8/11樓,3房(室)2廳2衛," 一層一戶,綠意美景,面寬敞明亮 ",永慶房屋有天然瓦斯房間都有窗近捷運葫洲站,"6,980","6,980",含車位價200萬元
2025_10_16 23_38_36,5,瑞安璽朵高樓美琚,台北市大安區瑞安街,華廈,10.4年,建坪13.38,主+陽8.24,7/7樓,1房(室)--廳1衛, 大安森林公園、捷運站步行約8分 ,永慶房屋新上近捷運大安站,"2,048","2,048",無
2025_10_16 23_38_36,5,市場面寬三角窗,台北市信義區仁愛路四段,店面,45.7年,建坪32.25,主+平31.23,1/6樓,--房(室)3廳1衛, 高投報.抗通膨.超大使用空間 ,永慶房屋近捷運台北101/世貿站近捷運國父紀念館站,"6,900","7,588萬",無
2025_10_16 23_38_36,5,內湖國小文德店面,台北市內湖區內湖路二段,店面,43.9年,建坪28.88,主17.65,1/5樓,1房(室)2廳1衛(含加蓋1房(室)1廳--衛), 近文德捷運 內湖國小 樂透店面 ,永慶房屋正面大馬路出租中近捷運文德站近捷運港墘站,"3,588","4,300萬",無
2025_10_16 23_38_36,5,高樓樹海電梯三房,台北市內湖區康寧路三段,華廈,29.4年,建坪39.40,主+陽28.22,10/10樓,3房(室)2廳2衛, 高樓層帝王景觀戶 ,永慶房屋有天然瓦斯房間都有窗近捷運葫洲站,"2,780","2,780",無
2025_10_16 23_38_36,5,捷運經貿公園三房,台北市南港區經貿二路,住宅大樓,17.1年,建坪52.17,主+陽27.23,11/12樓,3房(室)2廳2衛, 高樓層採光佳，近捷運 ,永慶房屋有天然瓦斯房間都有窗近捷運南港軟體園區站近捷運SB11站(施工中),"4,780","4,780",含車位價
2025_10_16 23_38_36,5,潤泰麗池絕美裝潢,台北市南港區經貿二路,華廈,17.1年,建坪103.53,主+陽50.74,4/9樓,3房(室)2廳2衛, 潤泰建設大基地社區極少釋出 ,永慶房屋廁所有窗近捷運南港軟體園區站近捷運SB11站(施工中),"8,600","8,600",含車位價
2025_10_16 23_38_36,5,恆光街邊間金店,台北市文山區恆光街,店面,50.1年,建坪25.75,主25.75,1/4樓,--房(室)5廳2衛(含加蓋--房(室)4廳1衛), 邊間醒目使用空間大 ,永慶房屋正面大馬路三角窗出租中,"6,800","6,800",無
2025_10_16 23_38_36,5,東方林園五室平車,台北市信義區中坡南路,其他,35.6年,建坪62.26,主+平48.02,1~B1/7樓,5房(室)2廳5衛, 社區型有管理 難得平面車位 ,永慶房屋有天然瓦斯近捷運後山埤站近捷運廣慈/奉天宮站(施工中),"4,298","4,680萬",含車位價
2025_10_16 23_38_36,5,忠孝敦化稀有珍藏,台北市大安區忠孝東路四段,其他,52.8年,建坪28.10,主27.95,B1~11/11樓,#NAME?, 東區捷運站旁傳世收租極稀有標的 ,永慶房屋近捷運忠孝敦化站近捷運忠孝復興站,"3,988","5,300萬",無
2025_10_16 23_38_36,5,大馬路旁金透天,台北市萬華區和平西路三段,透天厝,41.0年,建坪67.74,主+平+陽+夾67.74,1~5/5樓,5房(室)6廳6衛, 正面大馬路近捷運站整棟透天 ,永慶房屋有天然瓦斯正面大馬路出租中近捷運龍山寺站近捷運廈安站(施工中),"5,480","6,800萬",無
2025_10_16 23_38_36,5,大安捷運三角窗店,台北市大安區復興南路一段,店面,52.2年,建坪38.74,主38.74,1/5樓,--房(室)4廳3衛(含加蓋--房(室)2廳2衛), 大安捷運走路步行約3分鐘 ,永慶房屋正面大馬路三角窗出租中近捷運大安站,"12,500","12,500",無
2025_10_16 23_38_36,5,大安收租角窗小品,台北市大安區和平東路二段,辦公商業大樓,15.5年,建坪11.34,主1.57,1/7樓,1房(室)1廳1衛, 近台大後門、冠德安沐居 ,永慶房屋三角窗出租中近捷運科技大樓站,"2,150","2,580萬",無
2025_10_16 23_38_36,5,奢雅鋼構雙車名邸,台北市中山區新生北路二段,華廈,22.4年,建坪82.88,主+陽39.48,3/8樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛), 邊間三房雙衛皆開窗 高質感社區 ,永慶房屋新上廁所有窗有天然瓦斯房間都有窗近捷運SB03站(規劃中)近捷運行天宮站,"6,380","6,380",含車位價680萬元
2025_10_16 23_38_36,5,後山埤捷運裝潢居,台北市南港區中坡南路,華廈,5.2年,建坪25.56,主+陽14.56,2/6樓,2房(室)2廳1衛, 精緻裝潢，鄰近後山埤捷運站 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運後山埤站近捷運Y37站(施工中),"2,988","3,088萬",無
2025_10_16 23_38_36,5,古亭高樓邊間美宅,台北市中正區南昌路二段,住宅大樓,20.4年,建坪12.31,主8.47,9/11樓,1房(室)1廳1衛, 近古亭捷運站步行約1分鐘 ,永慶房屋廁所有窗房間都有窗近捷運古亭站,"1,588","1,680萬",無
2025_10_16 23_38_36,5,山光水色兩房兩衛,台北市南港區向陽路,華廈,14.6年,建坪37.06,主+陽21.51,3/7樓,3房(室)2廳2衛, 稀有挑高兩房，水岸景觀綠意環境 ,永慶房屋廁所有窗有天然瓦斯房間都有窗,"2,950","3,050萬",含車位價150萬元
2025_10_16 23_38_36,5,再興美麗裝潢三房,台北市文山區久康街,住宅大樓,17.1年,建坪65.10,主+陽35.21,4/15樓,3房(室)2廳2衛, 木柵市中心 生活機能好 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運Y3站(施工中)近捷運Y2A站(施工中),"4,350","4,500萬",含車位價250萬元
2025_10_16 23_38_36,5,士北科高樓三房車,台北市士林區承德路四段,住宅大樓,3.5年,建坪52.64,主+陽23.31,13/15樓,3房(室)2廳2衛, SRC鋼骨建材高樓層平面車位 ,永慶房屋近捷運劍潭站,"4,588","4,896萬",含車位價
2025_10_16 23_38_36,5,大湖花園美妝三房,台北市內湖區星雲街,住宅大樓,30.0年,建坪44.64,主+陽28.59,10/16樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛), 千坪基地.低公設 ,永慶房屋廁所有窗有天然瓦斯房間都有窗近捷運內湖站近捷運大湖公園站,"3,620","3,620",含車位價250萬元
2025_10_16 23_38_36,5,新生金華星空美寓,台北市大安區新生南路一段,公寓,55.6年,建坪34.27,主+陽34.27,4/4樓,5房(室)3廳3衛(含加蓋2房(室)1廳1衛), 近森林公園、捷運，最佳首購 ,永慶房屋有天然瓦斯房間都有窗近捷運大安森林公園站近捷運忠孝新生站,"3,388","3,780萬",無
2025_10_16 23_38_36,5,峰閣捷運邊間二室,台北市中山區敬業一路,辦公商業大樓,17.9年,建坪23.00,主+陽13.63,3/8樓,2房(室)1廳1衛, 專任案件天然瓦斯獨立陽台機能佳 ,永慶房屋有天然瓦斯房間都有窗近捷運Y29站(施工中)近捷運劍南路站,"2,760","2,760",無
2025_10_16 23_38_36,5,萬芳再興首購兩房,台北市文山區興隆路四段,公寓,47.9年,建坪20.49,主+陽20.50,2/4樓,2房(室)2廳1衛, 鄰近未來南環線捷運站 ,永慶房屋近捷運Y3站(施工中),"1,450","1,450",無
