物件標題,地址,物件類型,屋齡,坪數,格局,樓層,價格
平鎮知名建設遠雄龍岡高樓層三房車,桃園市平鎮區中正三路,電梯大樓,10.0年,56.44,3房(室)2廳2衛,13/20樓,"1,688 萬"
桃園高鐵青埔A19東京線上三改二房雙車高樓層,桃園市中壢區領航北路二段,電梯大樓,11.8年,68.69,2房(室)2廳2衛,10/14樓,"2,688 萬"
新北下一站花園溫泉SPA超大露臺三房車,桃園市龜山區長峰路,電梯大樓,12.8年,49.84,3房(室)2廳2衛,2/15樓,"1,498 萬"
青埔A18【曜見築】3房平面雙車位(可隔4房),桃園市大園區興德路,華廈,10.5年,67.58,3房(室)2廳2衛,7/10樓,"2,688 萬"
藍海VILLA電梯泳池豪邸|過嶺好市多央大生活圈,桃園市新屋區高洲六街,透天厝,3.9年,136.05,6房(室)2廳7衛,1~5/5樓,"4,298 萬"
桃園市區春日核心金透店 ~住商靈活運用首選,桃園市桃園區春日路,透天厝,49.0年,58.6,#NAME?,1~4/4樓,"3,516 萬"
A-大園A18置物廣場 全新店住別墅,桃園市大園區永園路二段,別墅,4.7年,80.26,2房(室)2廳3衛,1~2/2樓,"3,580 萬"
A-大園A18置物廣場 全新店住別墅,桃園市大園區永園路二段,別墅,4.7年,80.26,2房(室)2廳3衛,1~2/2樓,"3,580 萬"
專任│緊鄰湖口車站│植覺社區型│角間透天,桃園市楊梅區楊湖路四段,透天厝,2.6年,55.02,4房(室)2廳5衛,1~4/4樓,"1,488 萬"
豐湛5兩房中壢過嶺好市多生活圈屋齡2年稀有釋出,桃園市中壢區松義二街,電梯大樓,2.4年,41.08,2房(室)2廳1衛,4/11樓,"1,150 萬"
青埔河沐A18 水岸景觀三房雙車,桃園市大園區公園路一段,電梯大樓,11.3年,84.57,3房(室)2廳2衛,6/13樓,"3,580 萬"
A7💜【富宇敦峰】稀有挑高一樓3房車💜,桃園市龜山區樂學三路,電梯大樓,4.9年,46.81,3房(室)2廳2衛,1/15樓,"2,168 萬"
錢隆皇稀有大套房附陽台(B)~ 首購置產兩相宜,桃園市龜山區大同路,華廈,28.5年,10.93,1房(室)1廳1衛,3/9樓,398 萬
輝泰琴海雙車位高樓採光首選,桃園市中壢區永春路,電梯大樓,10.3年,127.24,3房(室)2廳3衛,11/12樓,"5,480 萬"
楊梅金溪重劃區阿麗拉全新高樓層三房車,桃園市楊梅區金溪路,華廈,0.5年,46.52,3房(室)2廳2衛,10/10樓,"1,298 萬"
內壢前站.大地坪.客廳挑高.前院方便停車透天,桃園市中壢區福華街,透天厝,37.6年,45.36,3房(室)3廳3衛,1~2/2樓,"1,750 萬"
龍科竹科人首選！楊梅金溪重劃區四套房全新美別墅,桃園市楊梅區金溪路,別墅,1.2年,66.46,4房(室)3廳5衛,1~4/4樓,"1,994 萬"
福源國小漂亮裝潢大三房 ~低樓層低總價 近工業區,桃園市龜山區福源街,公寓,30.0年,28.61,3房(室)2廳2衛,2/5樓,688 萬
專任A7富宇上城一樓庭院戶三房雙衛浴開窗+平車,桃園市龜山區文禾路,電梯大樓,1.4年,46.73,3房(室)2廳2衛,1/24樓,"1,980 萬"
龜山國中‧中正公園旁【千禧新城】高樓層大三房,桃園市龜山區光峯路千禧新城,電梯大樓,23.8年,53.09,3房(室)2廳2衛,12/13樓,"1,290 萬"
市府低總價 金店面,桃園市桃園區玉山街,公寓,35.0年,33.81,#NAME?,1/5樓,"1,498 萬"
正力行路地130坪~面寬三崁超級大店面,桃園市桃園區力行路,透天厝,55.6年,164.78,#NAME?,1~4/4樓,"11,700 萬"
景觀《峰景苑》３房雙車,桃園市八德區建德路,電梯大樓,10.5年,57.39,3房(室)2廳2衛,13/15樓,"1,698 萬"
近青埔大江中壢服務區木川清2房2衛車,桃園市大園區五青路,電梯大樓,1.1年,37.38,2房(室)2廳2衛,2/11樓,"1,268 萬"
必富邑G區三房平車-署桃龍安商圈-走路到國小,桃園市桃園區龍泉六街,華廈,26.4年,38.29,3房(室)2廳2衛,4/9樓,"1,080 萬"
(秒殺預售)近A7捷運大亮泊高樓美宅,桃園市龜山區文化一路,電梯大樓,N/A,38.39,#NAME?,20/29樓,"1,480 萬"
大溪埔頂6大房,桃園市大溪區埔頂六街,透天厝,15.0年,78.71,6房(室)2廳4衛,1~4/4樓,"2,388 萬"
健行科大.林森國小. 面寬6米.透天店面,桃園市中壢區清泉街,透天厝,45.4年,47.09,10房(室)2廳4衛,1~2/2樓,"2,998 萬"
A7富宇富御景觀3房車,桃園市龜山區文禾路,電梯大樓,0.6年,37.72,3房(室)2廳1衛,7/24樓,"1,638 萬"
紫町香3房,桃園市桃園區雙峯路,華廈,33.2年,31,3房(室)2廳2衛,2/7樓,980 萬
品森活機能優渥室內寬敞大空間衛浴開窗精美三房車,桃園市八德區中正北路,電梯大樓,6.1年,50.21,3房(室)2廳2衛,10/14樓,"1,616 萬"
楊梅埔心後火車站低總價大空間3+1房車,桃園市楊梅區青山三街,華廈,29.9年,45.52,3房(室)2廳2衛,2/7樓,668 萬
寶祥縣寶乙工廠房,桃園市桃園區中山路,電梯大樓,30.5年,53.47,3房(室)2廳2衛,7/17樓,"1,588 萬"
《大溪山莊》百坪別墅,桃園市大溪區向榮街,別墅,31.2年,186.69,9房(室)3廳6衛,B1~2/2樓,"6,600 萬"
中路市政潤隆｜樹海溫潤質感｜邊間３房車,桃園市桃園區法院後街,電梯大樓,5.4年,42.2,3房(室)2廳2衛,8/12樓,"1,988 萬"
<智富城>高樓採光舒適兩房,桃園市楊梅區金山街,電梯大樓,10.4年,40.8,2房(室)2廳1衛,8/15樓,980 萬
八德全新整理低總價透天,桃園市八德區成功街,透天厝,44.5年,24.56,5房(室)2廳4衛,1~4/4樓,"1,080 萬"
小燕專約~A7皇翔歡喜城採光四房車,桃園市龜山區文青路,電梯大樓,10.3年,56.98,4房(室)2廳2衛,14/21樓,"1,988 萬"
小燕專約~A7皇翔歡喜城採光四房車,桃園市龜山區文青路,電梯大樓,10.3年,56.98,4房(室)2廳2衛,14/21樓,"1,988 萬"
【墨爾本】低總價稀有露台兩房車,桃園市八德區豐德路,電梯大樓,11.2年,35.57,2房(室)2廳1衛,2/15樓,"1,098 萬"
中壢站前近戶政SOGO商圈中原大學美公寓,桃園市中壢區永泰街,公寓,44.5年,24.78,3房(室)2廳1衛,4/5樓,558 萬
長庚商圈建地《興華段》,桃園市龜山區興華段,土地,N/A,--,#NAME?,#NAME?,"3,688 萬"
近未來G01捷運麗寶大藝術家B大兩房車位,桃園市八德區廣興二路,電梯大樓,10.2年,44.13,2房(室)2廳1衛,2/16樓,"1,398 萬"
摩登精裝2+1房,桃園市觀音區五福一街,華廈,10.4年,28.4,2房(室)2廳1衛,5/5樓,788 萬
中壢優質大透天,桃園市中壢區崁頂路,透天厝,31.1年,40.61,7房(室)2廳4衛,1~4/4樓,"1,298 萬"
高城商圈永豐綻溫馨裝潢露台戶三房車,桃園市八德區永豐路,電梯大樓,2.5年,38.58,3房(室)2廳2衛,2/15樓,"1,398 萬"
大清掬月 3房雙車位,桃園市桃園區莊敬路二段,電梯大樓,11.6年,64.64,3房(室)2廳2衛,12/13樓,"2,398 萬"
A7獨家【富宇悅峰】滿租三套房平面車位投報佳,桃園市龜山區文化二路,電梯大樓,3.7年,42.6,3房(室)--廳3衛,5/14樓,"1,598 萬"
楊梅埔心火車站低公設高坪效溫馨3房車,桃園市楊梅區青山二街,華廈,19.6年,42.72,3房(室)2廳2衛,6/9樓,998 萬
遠雄艾菲爾全新未入住田園景觀四房三衛平車,桃園市八德區豐德路,電梯大樓,12.5年,90.96,3房(室)2廳3衛,6/19樓,"2,888 萬"
完美通勤+學區國泰巴黎花都大3房首選,桃園市桃園區國鼎一街,電梯大樓,27.1年,41.13,3房(室)2廳2衛,11/16樓,"1,298 萬"
中原大學小富翁大學城超低總價收租套房,桃園市中壢區大智街,公寓,36.4年,6.79,1房(室)1廳1衛,5/5樓,185 萬
A10公園翫精緻裝潢三房車~採光通風佳,桃園市蘆竹區機捷路二段,華廈,1.3年,45.7,3房(室)2廳2衛,10/10樓,"1,738 萬"
原屋況二層透天現況有鼎佳改造便利好停車,桃園市龍潭區中興路,透天厝,47.9年,26.36,2房(室)2廳2衛(另加蓋2房(室)--廳--衛),1~2/2樓,698 萬
合遠新綠洲｜過嶺好市多商圈｜高樓層湖景3房車,桃園市新屋區高洲六街,電梯大樓,5.4年,45.68,3房(室)2廳2衛,10/12樓,"1,250 萬"
大曜金融天廈 永安路經典商辦05,桃園市桃園區永安路,電梯大樓,33.5年,124.24,#NAME?,10/17樓,"2,988 萬"
A8長庚BOSS小資首選1+1室,桃園市龜山區文化二路,電梯大樓,19.7年,16.92,#NAME?,7/12樓,938 萬
桃園綠能建築深耕九指名社區盡是森悅家,桃園市八德區豐吉路,電梯大樓,11.0年,51.18,3房(室)2廳2衛,7/13樓,"1,680 萬"
龜山冠雲集高樓視野方正2+1房車,桃園市龜山區長壽路,電梯大樓,11.4年,50.12,3房(室)2廳2衛,10/13樓,"1,588 萬"
《天天樂高》A8長庚環球４房車,桃園市龜山區文二三街,華廈,29.7年,51.12,4房(室)2廳2衛,8/8樓,"1,628 萬"
近G02泓瑞群英黃金樓層寧靜舒適美小三房車,桃園市八德區仁德一路,電梯大樓,10.2年,35.11,3房(室)2廳1衛,9/13樓,"1,198 萬"
桃園市民生路精裝公寓~ 投資自住首選好宅,桃園市桃園區民生路,公寓,40.2年,16.75,3房(室)2廳1衛,3/5樓,698 萬
A7【富宇上城】高樓採光佳面中庭3房車,桃園市龜山區文禾路,電梯大樓,1.4年,43.71,3房(室)2廳2衛,22/24樓,"1,988 萬"
體育園區龍岡國小對面全新美三房,桃園市中壢區龍岡路二段,華廈,31.2年,27.2,3房(室)2廳1衛,2/10樓,868 萬
<大湳商圈>近交流道低總價小資電梯三房,桃園市八德區東勇街,電梯大樓,30.8年,31.2,3房(室)2廳2衛,4/13樓,898 萬
新屋區東福路一段旁農地-近大坡國小,桃園市新屋區大坡段三角堀小段,土地,N/A,--,#NAME?,#NAME?,"3,172 萬"
幸美漂亮三房美寓,桃園市龜山區幸美十一街,公寓,28.7年,29.01,3房(室)2廳2衛,2/5樓,680 萬
八德重劃區【竹風鳳凰2】衛浴開窗無限棟距景觀2房,桃園市八德區仁德一路,電梯大樓,11.2年,30.76,2房(室)2廳1衛,14/15樓,"1,068 萬"
龜山區公所旁低樓層美寓 ~稀有釋出格局方正,桃園市龜山區中山街,公寓,40.4年,30.18,3房(室)2廳1衛,2/5樓,758 萬
龜山區公所旁低樓層美寓 ~稀有釋出格局方正,桃園市龜山區中山街,公寓,40.4年,30.18,3房(室)2廳1衛,2/5樓,758 萬
A7捷運站【竹城明治】高樓景觀日系質感三房,桃園市龜山區文青路,電梯大樓,5.4年,40.84,3房(室)2廳2衛,12/13樓,"1,988 萬"
省道旁吉祥企業廠辦大樓有車位,桃園市龜山區萬壽路二段,廠房,28.8年,102.83,#NAME?,3/10樓,"3,440 萬"
A8《九揚天下》２房車,桃園市龜山區文化二路,電梯大樓,27.9年,39.57,2房(室)2廳1衛,15/16樓,"1,730 萬"
(桃園)青埔A18遠雄仰森中庭景觀三房車位,桃園市大園區公園路一段,電梯大樓,N/A,36.85,3房(室)2廳2衛,9/24樓,"1,888 萬"
A7【大亮泊】低總價景觀大空間平面車位,桃園市龜山區文化一路,電梯大樓,N/A,27.47,#NAME?,2/29樓,990 萬
八德黃金樓層豐田大郡三房車,桃園市八德區豐田三路,電梯大樓,10.8年,47.81,3房(室)2廳2衛,4/13樓,"1,520 萬"
A8長庚商圈【家心向上】即將交屋平轉店面,桃園市龜山區復興二路,不限,N/A,47.01,#NAME?,1/5樓,"2,880 萬"
【東騰青一】小檜溪雙公園環繞挑高景觀三面採光三房,桃園市桃園區朝陽街,電梯大樓,0.8年,57.6,3房(室)2廳2衛,13/25樓,"2,898 萬"
青埔高鐵-樓中樓超大庭院高級裝潢2+1房平車,桃園市大園區中正東路三段,華廈,6.6年,42.56,3房(室)2廳2衛,1/10樓,"1,868 萬"
文中山莊美式花園豪邸　三代同堂首選,桃園市蘆竹區文新街,別墅,32.5年,156.44,5房(室)2廳5衛,1~3/3樓,"8,500 萬"
【墨爾本】田園景觀高樓層高CP四房車,桃園市八德區豐德路,電梯大樓,11.2年,52.63,4房(室)2廳2衛,10/15樓,"1,668 萬"
平鎮埔心陸橋南路美別墅,桃園市平鎮區陸橋南路,別墅,18.0年,86.21,5房(室)2廳3衛,1~4/4樓,"2,180 萬"
A7【新潤翡麗】次頂樓一房平面車位,桃園市龜山區華亞三路,電梯大樓,4.2年,26.28,1房(室)1廳1衛,23/24樓,"1,088 萬"
近66平鎮龍岡忠貞市場全新裝潢美2房,桃園市平鎮區龍南路,華廈,30.5年,22.42,2房(室)2廳1衛,2/8樓,598 萬
平鎮台北商業大學旁大清城品收租三套房有陽台,桃園市平鎮區金龍路,華廈,12.3年,33.64,3房(室)3廳3衛,8/9樓,798 萬
A10站旁大面寬黃金店面＋平車~近山脚 南崁商圈,桃園市蘆竹區機捷路二段,華廈,1.3年,64.76,1房(室)1廳1衛,1/10樓,"3,168 萬"
青埔A18高鐵站前國家大院3房平車,桃園市中壢區青峰路一段,電梯大樓,2.4年,41.93,3房(室)2廳2衛,7/15樓,"2,088 萬"
藝文特區《中悅瑰麗》面公園景觀豪邸,桃園市桃園區同德六街,電梯大樓,8.1年,144.13,5房(室)2廳4衛,16/29樓,"8,288 萬"
首購輕鬆購入優活21電梯社區溫馨方正三房,桃園市中壢區後寮二路,電梯大樓,22.8年,24.18,3房(室)1廳1衛,10/11樓,758 萬
幸美社區正三房低總價低自備採光極佳,桃園市龜山區幸美九街,公寓,28.7年,29.4,3房(室)2廳2衛,5/5樓,468 萬
近龜山國中公園旁【千禧新城一期】大3房,桃園市龜山區光峰路千禧新城,電梯大樓,23.8年,54.48,3房(室)2廳2衛,4/13樓,"1,250 萬"
【君邑羅浮】A1戶10樓39.7坪捷運350公尺,桃園市龜山區文化一路,電梯大樓,N/A,49.48,#NAME?,10/23樓,"1,898 萬"
A7【捷市達】高樓帝王坐向捷運雙套房平面車,桃園市龜山區文化一路,電梯大樓,N/A,35.44,--房(室)2廳2衛,27/27樓,"1,688 萬"
A7【根津苑】2房平面車位精美裝潢拎包入住,桃園市龜山區樂善三路,電梯大樓,5.1年,34.66,2房(室)2廳1衛,5/15樓,"1,388 萬"
八德重劃區(時代園邸)優質近捷運低總價標準三房車,桃園市八德區廣興二路,電梯大樓,11.7年,49.84,3房(室)2廳2衛,9/15樓,"1,298 萬"
A7捷運站知名建商玄泰建設【玄泰T1】文青學區,桃園市龜山區樂善二路,電梯大樓,N/A,30.94,#NAME?,22/25樓,"1,238 萬"
林口A8【三禾雅堺】長庚商圈精裝兩房露臺戶,桃園市龜山區文興路,電梯大樓,8.2年,29.78,2房(室)2廳1衛,2/14樓,"1,688 萬"
A7【欣時代】精緻裝潢邊間三房車位,桃園市龜山區樂善三路,電梯大樓,1.8年,42.9,3房(室)2廳2衛,14/29樓,"1,766 萬"
機捷山鼻站240m新潤麗蒔次頂樓景觀輕奢２房車,桃園市蘆竹區機捷路二段,電梯大樓,1.2年,28,2房(室)1廳1衛,10/11樓,"1,298 萬"
A7【文華天際】帶你找到3房的天際線加車位,桃園市龜山區華亞三路,電梯大樓,1.7年,36.29,3房(室)2廳2衛,19/22樓,"1,668 萬"
A7【文華天際】帶你找到3房的天際線加車位,桃園市龜山區華亞三路,電梯大樓,1.7年,36.29,3房(室)2廳2衛,19/22樓,"1,668 萬"
林口知名建商玄泰建設精心打造【玄泰V1】事務所,桃園市龜山區樂學一路,電梯大樓,2.1年,37.01,2房(室)1廳1衛,7/24樓,"1,398 萬"
小檜溪森活寧靜宅【遠雄青晉】三房雙車位,桃園市桃園區青溪一路,電梯大樓,2.2年,59.93,3房(室)2廳2衛,10/15樓,"2,688 萬"
大園【聯上世界】中庭３房雙衛開窗裝潢美宅平面車位,桃園市大園區高鐵南路一段,電梯大樓,10.3年,79.05,4房(室)2廳2衛,12/14樓,"3,980 萬"
【遠雄新未來3】觀音山美景(可隔3房車),桃園市龜山區文桃路,電梯大樓,1.5年,49.9,2房(室)2廳2衛,8/22樓,"2,088 萬"
A7【甲子園】高樓層邊間採光精緻三房車,桃園市龜山區文化一路,電梯大樓,3.9年,46.49,3房(室)2廳2衛,21/24樓,"2,088 萬"
A7【皇翔歡喜城】高樓層景觀4房車,桃園市龜山區文青二路,電梯大樓,10.3年,59.98,4房(室)2廳2衛,21/21樓,"2,168 萬"
G02捷運【逸極天地】  3+1房連號雙車,桃園市八德區仁德二路,電梯大樓,12.1年,74.02,3房(室)2廳2衛,5/13樓,"1,980 萬"
A7【和境心見】景觀美裝潢兩房車,桃園市龜山區文桃路,電梯大樓,0.6年,33.12,2房(室)2廳1衛,7/13樓,"1,388 萬"
【富宇悅峰】三套房A7華亞科學園區收租潛力宅,桃園市龜山區文化二路,電梯大樓,3.7年,29.49,--房(室)3廳3衛,10/14樓,"1,388 萬"
A7【新潤翡麗】機能完善質感社區兩房車,桃園市龜山區華亞三路,電梯大樓,4.2年,32.32,2房(室)2廳1衛,5/24樓,"1,488 萬"
【遠雄新未來2】朝南永久景觀室內33坪3房雙車,桃園市龜山區樂善二路,電梯大樓,3.4年,70.79,3房(室)2廳2衛,5/22樓,"2,996 萬"
A7【大華旭】優質次頂樓三面採光校園景觀四房車位,桃園市龜山區樂學三路,電梯大樓,1.5年,51.01,4房(室)2廳2衛,14/15樓,"2,288 萬"
稀有釋出A8【福樺至善】屋況佳美裝潢三房雙車,桃園市龜山區文興路,電梯大樓,16.0年,85.55,3房(室)2廳2衛,7/15樓,"3,880 萬"
近文青中小學【智匯學】兩房車低總價首購優選,桃園市龜山區牛角坡路,電梯大樓,0.6年,33.2,2房(室)2廳1衛,8/15樓,"1,358 萬"
【鴻承寫森】未來G01豐田日光景觀露臺三房車,桃園市八德區豐田一路,電梯大樓,0.6年,48.17,3房(室)2廳2衛,14/14樓,"1,850 萬"
A7【允將大作】大棟距視野稀有2房2衛平車,桃園市龜山區文化一路,電梯大樓,N/A,37.15,2房(室)2廳2衛,8/31樓,"1,498 萬"
A7【大亮泊】B4棟28高樓景觀棟距無遮蔽兩房,桃園市龜山區文化一路,電梯大樓,N/A,20.9,2房(室)2廳1衛,28/29樓,998 萬
【鴻築鴻苑】 高樓無敵視野  3+1房雙車位,桃園市桃園區慈文路,電梯大樓,3.0年,90.36,3房(室)2廳3衛,20/25樓,"4,380 萬"
藝文特區超大室內空間   4+1房雙主臥平面車,桃園市桃園區中埔二街,電梯大樓,21.9年,69.49,4房(室)2廳3衛,9/14樓,"2,398 萬"
桃園後站桃鶯商圈【美力城邦 新美館️】1+1房車,桃園市桃園區樹仁三街,電梯大樓,14.1年,33.54,1房(室)1廳1衛,9/13樓,928 萬
中壢後火車站健行商圈優質五房,桃園市中壢區桂林街,華廈,31.4年,42.04,5房(室)2廳2衛,2/6樓,"1,000 萬"
風禾公園首排 中悅中央公園3+1房車,桃園市桃園區溫州一路,電梯大樓,7.7年,107.84,4房(室)2廳3衛,14/26樓,"5,680 萬"
A7【大亮泊】棟距佳大空間好利用,桃園市龜山區文化一路,電梯大樓,N/A,25.6,#NAME?,19/29樓,"1,188 萬"
A7【頤昌璞岳】郵政園區挑高黃金店面,桃園市龜山區文桃路,電梯大樓,3.1年,40.9,#NAME?,1/14樓,"2,298 萬"
火車站交通便利楊梅鴻灃紳活景觀兩房車,桃園市楊梅區新梅八街,電梯大樓,5.0年,37.27,2房(室)2廳1衛,11/12樓,"1,080 萬"
A7【大亮波波】面樂善二路一人獨享世界,桃園市龜山區樂善二路,電梯大樓,N/A,15.15,1房(室)1廳1衛,18/22樓,828 萬
A7捷運【大亮泊】高樓景觀低總價事務所,桃園市龜山區文化一路,電梯大樓,N/A,23.72,#NAME?,19/29樓,998 萬
A7【富宇上城】人生向前一大步的３房+車位,桃園市龜山區文禾路,電梯大樓,1.4年,42.24,3房(室)2廳1衛,9/24樓,"1,868 萬"
A8【御花園】舒適生活機能佳三房車位,桃園市龜山區文化三路,華廈,35.4年,46.05,3房(室)2廳2衛,3/5樓,"1,518 萬"
藝文特區超值性價比 雲觀大廈 大空間4房,桃園市桃園區南平路,電梯大樓,30.7年,40.2,4房(室)2廳2衛,12/16樓,"1,250 萬"
藝文特區超值性價比 雲觀大廈 大空間4房,桃園市桃園區南平路,電梯大樓,30.7年,40.2,4房(室)2廳2衛,12/16樓,"1,250 萬"
蘆竹【電通市】高樓景觀雙面採光低總價三房,桃園市蘆竹區南山路一段,電梯大樓,30.1年,32.87,3房(室)2廳2衛,19/20樓,858 萬
A7【富宇哈佛苑】中高樓層衛浴開窗兩房車位,桃園市龜山區文桃路,電梯大樓,1.9年,30.8,2房(室)2廳1衛,10/24樓,"1,538 萬"
A7【富宇敦峰】挑高庭院邊間3房加平面車位,桃園市龜山區樂學三路,電梯大樓,4.9年,46.81,3房(室)2廳2衛,1/15樓,"2,168 萬"
A7【大華昇耕】便利生活輕鬆入住溫馨二房,桃園市龜山區文化二路,電梯大樓,0.3年,19.09,2房(室)2廳1衛,8/15樓,958 萬
