抓取時間,搜尋結果第幾頁,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,額外資訊2,目前價格,原始價格,是否含車位價格
2025_10_16 23_51_52,12,3VG 青埔高鐵次高邊間二房車位衛浴開窗,桃園市中壢區高鐵站前西路二段,電梯大樓,0.8年,建坪37.31,主+陽18.53,14/15樓,2房(室)2廳1衛," 高鐵站、機捷A18站，還有華泰名品城、新光影城、IKEA等都在此區段；此外，因該案處重劃區東側，亦距離大江購物中心不遠，整體生活機能相當豐富。

交通機能
車行5分鐘可至機捷高鐵桃園站及高鐵桃園站，沿台31線則可銜接國道二號。

生活機能
* 學校：車行3分鐘可至青埔國小，車行7分鐘亦可至青埔國中。
* 商業：車行4分鐘可至全聯(中壢領航)，車行3分鐘亦可達大江國際購物中心。
* 休閒：步行1分鐘即可達兒三公園。

【安全交易，尊榮服務，專屬於您】 
我們秉持著先誠實後成交的理念，提供專業的建議與價金履約保證，
幫您把關人生的圓夢大事，讓您賣得放心、買得安心！

 ",永慶不動產新上,"1,658","1,658",含車位售價150萬元
2025_10_16 23_51_52,12,〈富宇悅峰〉高樓景觀2房車大棟距採光好,桃園市龜山區文化二路,電梯大樓,3.7年,建坪38.24,主+陽18.61,11/14樓,2房(室)2廳1衛," 1.高樓層大棟距，有前陽台，景觀佳
2.三面採光通風好，衛浴有開窗、單層排氣
3.可彈性規劃2+1房，或塑造大2房格局
4.廚房林內三機、TOTO衛浴系列&免治馬桶、國際牌4合1暖風機、Yale耶魯智慧電子門鎖
5.一層四戶雙電梯，兩支電梯皆可直達停車場
6.社區汽、機車分道，保障行駛安全，本戶配有一個平面大車位
7.公設有挑高約七米大廳、中庭花園、健身房、視廳室、閱覽室、多功能教室 ",永慶不動產新上廁所有窗有天然瓦斯房間都有窗,"1,488","1,488",含車位售價210萬元
2025_10_16 23_51_52,12,A7《金捷市》邊間高樓景觀３房車,桃園市龜山區文化一路,電梯大樓,4.8年,建坪46.37,主+陽26.28,14/28樓,3房(室)2廳2衛," 1.格局方正，每間房間皆可放雙人床
2.步行約8分鐘即可達A7捷運站，方便通勤無煩惱
3.獨立車位，停車超方便
4.公設完整，24小時飯店式管理
5.採光、通風良好 ",永慶不動產新上,"2,050","2,050",含車位售價200萬元
2025_10_16 23_51_52,12,A8長庚黃金商圈《LA VIE涵舍》邊間３房雙車,桃園市龜山區復興二路,華廈,17.6年,建坪57.18,主+陽26.96,5/7樓,3房(室)2廳2衛," 1.捷運A8＋長庚雙核心地段｜繁華生活圈、商店林立，吃喝採買一步到位

2.公車站牌｜上下班、通勤移動超便利，暢享無縫交通網

3.靜巷精品社區｜離塵不離城，鬧中取靜，盡享生活寧靜

4.正3房＋雙平面車位｜一層僅2戶，格局方正、採光通透，住起來舒適有質感

5.投資自用皆宜｜捷運商圈、醫療特區，增值潛力與收租效益兼具 ",永慶不動產新上廁所有窗有天然瓦斯房間都有窗,"2,250","2,250",含車位售價300萬元
2025_10_16 23_51_52,12,平鎮東勢全新整理邊間4房大面寬透天,桃園市平鎮區華隆街,透天厝,43.7年,建坪38.57,主38.57,1~3/3樓,4房(室)2廳3衛," 1.近龍岡商圈，距離忠貞市場約2.5公里，商家林立、大全聯採買便利 生活機能佳
2.學區：東安國中、東勢國小，上下課接送方便。
3.上66快速道路約2.1公里，交通便利
4.建物旁有約10坪的交通用地可用來停車，全室重新裝潢，水電已更新，頂樓防水已做，可直接入住，面寬約6米，3樓大露臺可自行規劃。
5.此建物土地為特定農業區 甲種建築用地  

 ",永慶不動產新上,"1,280","1,280",無
2025_10_16 23_51_52,12,客運園區公園海景景觀陽光四房裝潢坡平 ,桃園市大園區科三街,電梯大樓,2.7年,建坪60.63,主+陽31.26,4/11樓,4房(室)2廳2衛," 1. 俯瞰客運園區公園海景，已裝潢即刻入住。
2. A15橫山站約6公里、桃園國際機場10公里。
3. 挑高3.2米天花板。
4. 公設規劃接待大廳、健身房、兒童遊戲室、閱讀室
5. 大園雙語國中及大園國際高中學區，銜接國際化事業下一代教育。
6. 50公尺旁便是籃球場，培養健康體魄。
7. 眺望海景，為音樂家和藝術家而生的陽光美景第一排。

 ",永慶不動產新上,"1,798","1,798",無
2025_10_16 23_51_52,12,內壢中正國小元智大學大衛營二房平面車位,桃園市中壢區榮安三街,華廈,23.0年,建坪34.95,主+陽20.67,4/10樓,2房(室)2廳1衛," ﻿下樓就到夢幻公園，過馬路就到中正國小，方便接送小孩與散步。
客廳陽台外推，衛浴有對外窗，低公設，室內空間大。
全天24小時警衛物業管理，代收信件包裹，安全方便。
小型社區，戶數單純，管理良好溫馨。
近環中商圈，生活便利。 ",永慶不動產新上廁所有窗有天然瓦斯房間都有窗,"1,098","1,098",無
2025_10_16 23_51_52,12,愷悅假期超美2房車~衛浴開窗~採光通風佳,桃園市桃園區大業路一段,電梯大樓,29.5年,建坪38.02,主+陽20.50,11/21樓,2房(室)2廳1衛," 位於桃園市桃園區的「愷悅假期」，這套38坪的二房車住宅非常適合情侶或夫妻居住，可以為你們的生活增添幸福的色彩。房屋格局為2房2廳1衛，不僅寬敞舒適
社區擁有良好的生活機能，步行就可到達河岸步道和大業國小，還有永安市場以及三民運動公園可供休閒遊玩。最方便的是樓下就有公車走到春日路有1816可到台北車站，出行無憂。

難得的有平面車位更是此物件的一大亮點，社區車位極少，這無疑是購房者的福音！ ",永慶不動產新上,"1,445","1,445",無
2025_10_16 23_51_52,12,綠捷G4站歐洲學苑收租雅緻美景三房車,桃園市八德區大和路,電梯大樓,18.2年,建坪38.71,主+陽21.31,8/15樓,3房(室)2廳2衛," 1.近綠線捷運G4，步行約300公尺。
2.正面千坪復盛公園，孩童休閒最佳天地。
3.遠眺大溪美景、無遮蔽視野採光好。
4.鄰介壽路主要幹道，交通發達。
5.開車約3.5公里上國道二號。
6.社區邊間戶衛浴有對外窗、採光明亮。
7.大型賣場、傳統店家林立，生活機能一應俱全。
8.近大成國小、國中，接送孩童方便。
9.近大湳市場，採買方便。 ",永慶不動產新上,"1,498","1,498",無
2025_10_16 23_51_52,12,鄰近客運園區電梯採光2房/輕鬆成家,桃園市大園區自立四街,華廈,9.8年,建坪25.08,主+陽18.85,5/5樓,2房(室)2廳1衛," ★近大園工業區.就業機會多

★前後陽台、衛浴間有開窗採光通風佳

★學區完善 潮音國小、大園國中

★有垃圾車集中室.免去追垃圾車的煩惱

 ",永慶不動產新上,650,650,無
2025_10_16 23_51_56,13,敦煌大地，上南崁全新裝潢超美3房車,桃園市蘆竹區五福六路,華廈,32.8年,建坪43.84,主+陽28.05,3/7樓,3房(室)2廳2衛," 上南崁，全新裝潢超美3房車，一卡皮箱即可入住。　　　　　　　　　　　　　　　　
周圍生活機能成熟，食衣住行便利。　　　　　　　　　　　　　　　　　　　
格局方正，室內空間大。　後陽台大，大空間好運用。　　　　　　　　　　　　　　
９年明星學區在旁，接送方便。新婚族首選～　　　　　　　　　　
低管理費～一年１萬，不成為負擔～　　　　　　　　　　　　　
屋主用心裝修，歡迎現場賞屋～　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
*全室水電管線+總開關更新  　　
*預留4台冷暖氣配管         　
*全室led節省燈具        　　　　　
*全新廚具、全新傢俱
*全新衛浴. 浴櫃.乾溼分離
*全新超耐磨木地板.木紋磁磚
*全室全新隔音氣密窗    　　　 　
*全室鐵窗已做好 ",永慶不動產新上,"1,368","1,368",無
2025_10_16 23_51_56,13,敦煌大地，上南崁全新裝潢超美3房車,桃園市蘆竹區五福六路,華廈,32.8年,建坪43.84,主+陽28.05,3/7樓,3房(室)2廳2衛," 上南崁，全新裝潢超美3房車，一卡皮箱即可入住。　　　　　　　　　　　　　　　　
周圍生活機能成熟，食衣住行便利。　　　　　　　　　　　　　　　　　　　
格局方正，室內空間大。　後陽台大，大空間好運用。　　　　　　　　　　　　　　
９年明星學區在旁，接送方便。新婚族首選～　　　　　　　　　　
低管理費～一年１萬，不成為負擔～　　　　　　　　　　　　　
屋主用心裝修，歡迎現場賞屋～　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
*全室水電管線+總開關更新  　　
*預留4台冷暖氣配管         　
*全室led節省燈具        　　　　　
*全新廚具、全新傢俱
*全新衛浴. 浴櫃.乾溼分離
*全新超耐磨木地板.木紋磁磚
*全室全新隔音氣密窗    　　　 　
*全室鐵窗已做好 ",永慶不動產新上,"1,368","1,368",無
2025_10_16 23_51_56,13,中壢健行科大志航街  低樓層高投報收租3隔套 ,桃園市中壢區志航街,公寓,43.6年,建坪28.76,主+陽28.76,2/5樓,3房(室)3廳3衛," 1. 中壢市區稀有低樓層高投報好物件 
2. 近健行科大 中原大學 生活機能佳 
3. 低樓層(二樓) 租客的最愛 
4. 水電全室更新 全新裝潢 免整理 樂當包租公婆 
5. 三房預計悅收租共5.3萬 年收63.6萬 投報率約6%以上 
6. 抗通膨最好物件 要買要快 ",永義房屋新上,988,988,無
2025_10_16 23_51_56,13,"南門市場旁,錢櫃商業大樓,超大坪數7房華廈",桃園市桃園區文化街,華廈,35.4年,建坪71.86,主+陽58.72,5/10樓,7房(室)3廳2衛," 1.距離南門市場約130公尺.附近有全聯.新光三越.統領.遠東百貨..周遭商家林立機能發達
2.距離桃園火車站僅1.1公里,捷運綠線、棕線串連，成為三鐵共構未來可期
3.室內超大空間約58坪，超低公設比只有18%
4.低總價，每坪只要2字頭，住家辦公皆可 ",永義房屋新上近捷運桃園車站(施工中)近捷運BRH08站(規劃中),"1,580","1,580",無
2025_10_16 23_51_56,13,【富來舞綻】雙面採光三房車，舒適樹梢景觀戶,桃園市龜山區樂善三路,電梯大樓,0.5年,建坪36.45,主+陽19.56,3/15樓,3房(室)2廳2衛," 🏠社區概況
•由富來建設打造，屬於龜山樂善商圈指標型新案，外觀現代俐落，建築質感高。
•社區樓層不高，住戶單純、管理完善，注重隱私與安全性。
🌳地段與生活機能
•位於樂善三路生活圈核心地帶，鄰近文化一路延伸段、樂善二路，交通順暢。
•開車5公里內皆可至﻿A7體育大學捷運站、林口交流道、華亞科技園區。
•生活機能日益成熟，周邊有全聯福利中心、7-11便利商店等。
•屬於樂善重劃區內少見的中低樓層住宅型社區，生活環境清幽。
✨房屋特色（3樓 / 3房2廳2衛）
•格局方正、採光充足，客廳與房間開窗通風良好。
•三房設計實用，主臥具備獨立衛浴，私密舒適。
•中樓層位置，兼具採光與溫度舒適度，不會太曬又避免潮氣。
•屋齡新穎，社區公設乾淨，環境整齊。 ",永義房屋新上有天然瓦斯房間都有窗,"1,599","1,599",含車位售價125萬元
2025_10_16 23_51_56,13,低總價入主【富來舞綻】三房車位好格局樹梢綠意景觀,桃園市龜山區樂善三路,電梯大樓,0.5年,建坪36.41,主+陽19.54,2/15樓,3房(室)2廳2衛," 🏠社區概況
•由富來建設所興建，屬於樂善重劃區新案。
•外觀採現代簡約建築風格，立面質感佳，社區整體規劃精緻。
•樓層不高，住戶單純，社區管理良好，公設比合理。
🌳地理位置優勢
•開車約5公里內可銜接A7體育大學站、樂善科技園區、林口交流道，通勤便利。
•周邊有全聯、便利商店，生活採買方便。
🌤房屋特色（2樓露台戶）
•擁有私人露台空間，可作為植栽、休閒區或曬衣陽台，空間實用加分。
•位於低樓層，進出便利、無需長時間等電梯，特別適合長輩或小家庭。
•視野面向中庭或街景，採光良好、通風順暢。 ",永義房屋新上有天然瓦斯房間都有窗,"1,688","1,688",含車位售價125萬元
2025_10_16 23_51_56,13,【樺龍青藝】3房面中庭，看樹梢景,桃園市中壢區永泰路,電梯大樓,#NAME?,建坪48.96,主19.76,4/15樓,3房(室)2廳2衛," ★樺龍青藝」基地位在永泰路上,面積559.2坪，規劃1棟地上15層、地下3層建築，全案共80戶住家、1戶店面，屬於小型社區，車位為平面式90個，車位配比1:1.11，並預留有電動車充電線槽設備；社區公設包括接待大廳、空中花園、交誼廳、會議室、閱覽室、健身房、桌球室、親子遊戲區、兒童遊戲區、廚藝教室、信箱區等
★交通機能
車行3分鐘可至機捷A19桃園體育園區站，車行6分鐘亦可達高鐵桃園站及機捷A18高鐵桃園站；沿高鐵南路銜接台31線也有國道二號大竹交流道可利用。
★生活機能
學校：車行5分鐘可至青園國小，步行3分鐘則可至青埔國中。
商業：日常採買車行4分鐘可達全聯(中壢領航)，車行3分鐘亦可達家樂福(青埔)。
休閒：步行1分鐘可至清溪兒童公園。 ",永義房屋新上,"1,958","1,958",含車位售價250萬元
2025_10_16 23_51_56,13,A7【富來舞綻】小資優質邊間明亮通風好讚３房車位,桃園市龜山區樂善三路,電梯大樓,0.5年,建坪36.45,主+陽19.56,3/15樓,3房(室)2廳2衛," 買賣、租賃皆可以為您服務
❶3房2廳2衛，邊間採光通風佳
❷格局方正好規劃
❸寬敞陽台好利用
❹面樹梢景觀，綠意盎然
❺棟距寬敞舒服
❻距全聯約400公尺，步行約5分鐘
❼網路預約專人服務

 ",永義房屋新上近捷運體育大學站,"1,599","1,599",含車位售價130萬元
2025_10_16 23_51_56,13,龜山靜巷稀有市中心低樓層2樓美寓,桃園市龜山區萬壽路二段,公寓,44.0年,建坪29.84,主+陽29.84,2/5樓,3房(室)2廳1衛," 龜山後街生活機能極方便，採買購物免煩惱
稀有2樓美寓，稀有釋出免爬高樓，前大陽台 
衛浴開窗 簡易廚具更新、水路更新 三房通風良好
學區方便就近，低總價，小資族可入手 ",有巢氏房屋新上,688,688,無
2025_10_16 23_51_56,13,蘆竹文中路龍壽庭園明亮一樓美屋+車位,桃園市蘆竹區文中路一段,華廈,32.4年,建坪36.45,主+平21.18,1/7樓,3房(室)2廳1衛," 文中路.龍壽街路ロ壽庭院社區
工業住宅 低公設 低管理費 環境寧靜 24H警衛門禁
稀有一樓 重新整理空間舒適 採光明亮通風
B1平面車位 開車5分鐘可上國2桃園交流道（依Google地圖標示）交通便利
離塵不離城 生活機能好 小家庭/首購族購屋好選擇一樓美屋＋車位 把握機會 ",有巢氏房屋新上房間都有窗,"1,158","1,158",無
2025_10_16 23_51_56,13,龍潭近渴望園區活巷寧靜大空間成家透天,桃園市龍潭區中原路二段,透天厝,31.3年,建坪51.18,主+平+陽47.10,1~3/3樓,4房(室)3廳3衛," 龍潭近渴望園區面寬4.5米 大地坪25坪
門口可停車 有前庭院 環境寧靜 活巷
到國3高原交流道開車約4分鐘 交通便利 開車約3分鐘可到小人國主題樂園
現有增建空間 室內使用空間大 巷口就有7-11便利商店 走路約1分鐘（依Google地圖標示）
原始屋況可自行規劃整理 自有天有地 樂活生活 低總價成家透天 ",有巢氏房屋新上,980,980,無
2025_10_16 23_51_56,13,桃園市近同德國中明亮成家電梯兩房,桃園市桃園區永安北路,華廈,32.4年,建坪20.36,主+陽15.82,6/7樓,2房(室)1廳1衛," 藝文特區南平路商圈，近同德國中走路約五分鐘
電梯華廈，低總價，明亮精美，兩房格局
走路10分鐘可到桃園綠線捷運G11藝文特區站
近桃園藝文廣場，桃園夜市，中正路商圈(依Google地圖標示)
離塵不離城，周遭生活機能好，小家庭小資族購屋好選擇 ",有巢氏房屋新上房間都有窗近捷運藝文特區(展演中心)站(施工中),798,798,無
