抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格
2025_11_24 13_20_49,4,https://www.sinyi.com.tw//buy/house/2856QQ?breadcrumb=list,東區｜復興學區四房有車位成大新特區Ⅱ,台南市東區富農街一段,華廈,31.1年,建坪 38.7,主 + 陽27.86,7樓/7樓,4房2廳2衛,有景觀有陽台房間皆有窗有 786 人也在關注這間👀,998萬,850,998萬850萬,升降機械車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/9751SU?breadcrumb=list,自住系列珍藏釋出３房平車大林國宅,台南市南區大同路二段,大樓,26.1年,建坪 45.19,主 + 陽29.15,7樓/13樓,3房2廳2衛1室,有裝潢有陽台廁所開窗有 910 人也在關注這間👀,948萬,898,948萬898萬,坡道平面車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/4481WF?breadcrumb=list,東區近崇學國小三房平車,台南市東區崇明路,大樓,31.7年,建坪 43.76,主 + 陽29.81,9樓/14樓,3房1廳1衛,有裝潢有景觀有陽台有 39 人也在關注這間👀,"1,098萬","1,098","1,098萬",坡道平面車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/1108TL?breadcrumb=list,史博ＤｅＨＡＵＳ優美宅邸DeHAUS,台南市安南區館前二路,華廈,10.0年,建坪 52.26,主 + 陽28.49,5樓/5樓,2房2廳2衛,有裝潢有景觀前後陽台有 142 人也在關注這間👀,"1,588萬","1,488","1,588萬1,488萬",坡道平面車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/0684YW?breadcrumb=list,次頂樓高採光安平平車美屋荷蘭E-home,台南市安平區健康三街,大樓,25.3年,建坪 40.65,主 + 陽27.31,13樓/14樓,2房2廳2衛,有裝潢有景觀前後陽台有 781 人也在關注這間👀,"1,280萬","1,098","1,280萬1,098萬",坡道平面車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/8811RJ?breadcrumb=list,南元江山溫馨四房平車,台南市東區自由路二段,華廈,29.9年,建坪 51.72,主 + 陽34.38,7樓/8樓,4房2廳3衛,有裝潢前後陽台有陽台有 209 人也在關注這間👀,"1,298萬",998,"1,298萬998萬",坡道平面車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/1285UF?breadcrumb=list,✦東區核心✦精美雙套房國家新境,台南市東區林森路一段,大樓,34.9年,建坪 22.76,主 + 陽17.63,18樓/22樓,2房2廳2衛,有景觀有陽台廁所開窗有 1017 人也在關注這間👀,758萬,598,758萬598萬,
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/8213TT?breadcrumb=list,近中華路寬敞三房平車龍門大地,台南市永康區勝華街,華廈,33.9年,建坪 94.31,主 + 陽75.59,3樓/10樓,3房3廳4衛,有裝潢有陽台廁所開窗有 243 人也在關注這間👀,"1,750萬","1,488","1,750萬1,488萬",坡道平面車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/0212SG?breadcrumb=list,太子生活公園高樓兩房美宅太子生活公園,台南市北區北安路一段,大樓,19.0年,建坪 22.54,主 + 陽17.5,9樓/13樓,2房1廳1衛,有裝潢有景觀有陽台有 229 人也在關注這間👀,918萬,918,918萬,
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/8825FF?breadcrumb=list,ＬＭ走路上學兩房平車冠得馥璟,台南市善化區陽光三路,華廈,7.2年,建坪 31.14,主 + 陽17.94,3樓/5樓,2房2廳1衛,有裝潢前後陽台有陽台有 365 人也在關注這間👀,"1,080萬",998,"1,080萬998萬",一樓平面車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/86419F?breadcrumb=list,好房在這！採光宅Ｂ１平車,台南市南區萬年三街,大樓,9.5年,建坪 46.03,主 + 陽25.44,11樓/15樓,2房2廳2衛,有裝潢有景觀前後陽台有 1305 人也在關注這間👀,"1,168萬","1,068","1,168萬1,068萬",坡道平面車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/5806MJ?breadcrumb=list,湖美麗三房。東晨好境,台南市中西區民權路四段,大樓,7.5年,建坪 35.12,主 + 陽22.35,5樓/20樓,3房2廳2衛,有裝潢有景觀有陽台有 360 人也在關注這間👀,"1,280萬","1,180","1,280萬1,180萬",
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/3219QC?breadcrumb=list,大道新城有露臺三房平車讚大道新城(十),台南市北區北門路二段,華廈,21.7年,建坪 44.24,主 + 陽29.56,3樓/10樓,3房2廳2衛,有裝潢有景觀前後陽台有 341 人也在關注這間👀,"1,145萬","1,098","1,145萬1,098萬",坡道平面車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/0387DW?breadcrumb=list,北區精華電梯大三房車位新好國宅,台南市北區北園街,大樓,27.6年,建坪 38.85,主 + 陽28.07,13樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 1001 人也在關注這間👀,968萬,860,968萬860萬,坡道機械車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/42497W?breadcrumb=list,餘光．賞海景二房平車My鑫光,台南市安平區永華路二段,大樓,5.9年,建坪 35,主 + 陽14.22,22樓/23樓,2房2廳1衛,有裝潢有陽台廁所開窗有 490 人也在關注這間👀,"1,250萬","1,080","1,250萬1,080萬",坡道平面車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/8322KD?breadcrumb=list,地中海現代簡約風美宅地中海,台南市安平區育平路,大樓,30.3年,建坪 21.24,主 + 陽16.74,14樓/17樓,1房2廳1衛,有裝潢前後陽台有陽台有 166 人也在關注這間👀,538萬,538,538萬,
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/5726AP?breadcrumb=list,長億城高樓裝潢美３房車位長億城,台南市永康區大橋一街,大樓,26.3年,建坪 30.32,主 + 陽20.43,10樓/14樓,3房2廳2衛,有裝潢有陽台警衛管理有 56 人也在關注這間👀,988萬,988,988萬,坡道機械車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/2808NU?breadcrumb=list,長億城次頂樓採光邊間美居長億城,台南市永康區大橋一街,大樓,26.3年,建坪 12.34,主 + 陽9.13,13樓/14樓,1房1廳1衛,有裝潢有景觀房間皆有窗有 1719 人也在關注這間👀,398萬,358,398萬358萬,
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/6099JX?breadcrumb=list,大灣國小｜溫馨三房車位宅,台南市永康區大灣路,華廈,31.9年,建坪 42.98,主 + 陽31.36,4樓/8樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 1058 人也在關注這間👀,838萬,666,838萬666萬,坡道機械車位
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/9535SV?breadcrumb=list,神農街明亮３房寓,台南市中西區神農街,公寓,38.5年,建坪 29.51,主 + 陽22.93,4樓/5樓,3房2廳2衛,有陽台廁所開窗房間皆有窗有 208 人也在關注這間👀,638萬,568,638萬568萬,
2025_11_24 13_21_02,5,https://www.sinyi.com.tw//buy/house/3285GL?breadcrumb=list,文海硯。高樓美景設計宅文海硯,台南市北區海安路三段,大樓,8.5年,建坪 88.31,主 + 陽55.27,17樓/24樓,3房2廳3衛,有裝潢有景觀前後陽台有 425 人也在關注這間👀,"4,888萬","4,188","4,888萬4,188萬",坡道平面車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/0316LQ?breadcrumb=list,健康路近五妃商圈圓夢首選,台南市南區健康路一段,公寓,43.9年,建坪 30.41,主 + 陽26.61,5樓/5樓,3房2廳2衛1室(含加蓋1室),前後陽台有陽台廁所開窗有 771 人也在關注這間👀,488萬,450,488萬450萬,
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/37557D?breadcrumb=list,潤隆真愛看海兩房車位潤隆真愛No2,台南市安平區國平北路,大樓,4.6年,建坪 28.07,主 + 陽15.53,15樓/18樓,2房2廳1衛,有景觀有陽台房間皆有窗有 138 人也在關注這間👀,"1,088萬",968,"1,088萬968萬",坡道機械車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/4809UT?breadcrumb=list,詠泉津採光陽台三房雙平車詠泉津,台南市安南區永續三街,大樓,3.6年,建坪 70.84,主 + 陽33.81,3樓/20樓,3房2廳2衛,有裝潢有景觀前後陽台有 138 人也在關注這間👀,"2,288萬","2,188","2,288萬2,188萬",兩個以上車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/9182GC?breadcrumb=list,東區近學區收租聖品,台南市東區府連路,華廈,36.2年,建坪 33.35,主建物26.13,5樓/5樓,7房2廳5衛(含加蓋4房4衛),有景觀房間皆有窗近公園有 299 人也在關注這間👀,988萬,938,988萬938萬,
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/7333QX?breadcrumb=list,長榮景觀華廈美妝兩房,台南市東區長榮路二段,華廈,43.4年,建坪 25.98,主 + 陽23.18,10樓/10樓,2房2廳1衛,有裝潢有景觀有陽台有 758 人也在關注這間👀,878萬,688,878萬688萬,
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/9287KR?breadcrumb=list,綠意河景明亮三房平車,台南市安平區慶平路,華廈,31.9年,建坪 41.07,主 + 陽27.74,5樓/6樓,3房2廳2衛,有景觀前後陽台有陽台有 64 人也在關注這間👀,928萬,928,928萬,坡道平面車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/6212BP?breadcrumb=list,峰時代・首購最愛兩房宅,台南市仁德區文華路三段,大樓,7.1年,建坪 34.62,主 + 陽15.79,7樓/12樓,2房2廳1衛,有裝潢有景觀有陽台有 625 人也在關注這間👀,998萬,880,998萬880萬,坡道機械車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/8283NP?breadcrumb=list,南應大溫馨三房平車,台南市永康區新民街,華廈,31.9年,建坪 43.98,主 + 陽24.14,4樓/9樓,3房2廳2衛,有裝潢有陽台警衛管理有 189 人也在關注這間👀,898萬,828,898萬828萬,坡道平面車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/9687HR?breadcrumb=list,與光同行溫柔四房平車地中海,台南市安平區育平路,大樓,30.3年,建坪 56.82,主 + 陽36.38,10樓/17樓,4房2廳2衛,警衛管理具垃圾處理花園有 161 人也在關注這間👀,"1,258萬","1,258","1,258萬",坡道平面車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/9494XK?breadcrumb=list,府都大世紀－四房平車府都大世紀,台南市安平區永華路二段,大樓,30.5年,建坪 53.35,主 + 陽35.14,12樓/24樓,4房2廳2衛,警衛管理具垃圾處理健身房有 817 人也在關注這間👀,"1,500萬","1,290","1,500萬1,290萬",坡道平面車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/7847KZ?breadcrumb=list,桂田磐古·兩房平車首選,台南市善化區民權路,大樓,2.2年,建坪 47.06,主 + 陽23.37,18樓/26樓,2房2廳2衛,有景觀前後陽台有陽台有 175 人也在關注這間👀,"1,880萬","1,588","1,880萬1,588萬",坡道平面車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/3951LG?breadcrumb=list,運河景觀設計大坪美宅,台南市安平區建平十七街,大樓,32.0年,建坪 86.84,主 + 陽46.82,13樓/13樓,4房2廳3衛,有裝潢有景觀前後陽台有 374 人也在關注這間👀,"1,680萬","1,380","1,680萬1,380萬",升降平面車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/6657PH?breadcrumb=list,府都｜ＡＬＬＩＮＯＮＥ,台南市東區長榮路一段,大樓,14.5年,建坪 122.12,主 + 陽73.16,3樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 2460 人也在關注這間👀,"5,860萬","5,500","5,860萬5,500萬",兩個以上車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/8041CU?breadcrumb=list,近台南大學採光美三房,台南市南區體育路,公寓,42.0年,建坪 26.99,主 + 陽23.49,4樓/5樓,3房2廳2衛,有裝潢有景觀前後陽台有 1718 人也在關注這間👀,588萬,480,588萬480萬,
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/1613CY?breadcrumb=list,近南紡國泰雙陽台好寓,台南市東區裕農路,公寓,38.7年,建坪 37.9,主 + 陽33.88,5樓/5樓,3房2廳2衛1室,前後陽台有陽台具垃圾處理有 1177 人也在關注這間👀,688萬,538,688萬538萬,
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/3243MW?breadcrumb=list,邊間景觀全新三房平車,台南市北區海安路三段,大樓,0.7年,建坪 52.61,主 + 陽26.6,17樓/24樓,3房2廳2衛,有景觀有陽台廁所開窗有 428 人也在關注這間👀,"2,388萬","2,088","2,388萬2,088萬",坡道平面車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/6118WJ?breadcrumb=list,研森｜頂峰兩房平車,台南市東區崇賢一路,大樓,0.8年,建坪 37.67,主 + 陽20.18,15樓/15樓,2房2廳2衛,有景觀廁所開窗警衛管理有 318 人也在關注這間👀,"1,680萬","1,680","1,680萬",坡道平面車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/8841AQ?breadcrumb=list,ＬＭ春池高樓兩房平車春池LMinn,台南市善化區龍目井路,華廈,8.9年,建坪 32.05,主 + 陽17.18,8樓/8樓,2房2廳2衛,有裝潢前後陽台有陽台有 135 人也在關注這間👀,"1,250萬","1,088","1,250萬1,088萬",坡道平面車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/7747AJ?breadcrumb=list,帝心明亮六樓三房平車世界帝心,台南市東區崇善路,大樓,15.6年,建坪 37.64,主 + 陽21.13,6樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 482 人也在關注這間👀,"1,658萬","1,468","1,658萬1,468萬",坡道平面車位
2025_11_24 13_21_14,6,https://www.sinyi.com.tw//buy/house/9293DG?breadcrumb=list,專＊北安質感採光三房＊長谷鳳凰城A區,台南市安南區郡安路四段,大樓,27.6年,建坪 34,主 + 陽25.3,7樓/13樓,3房2廳2衛,有裝潢有景觀前後陽台有 297 人也在關注這間👀,888萬,888,888萬,
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/2827CQ?breadcrumb=list,近南一中成大明亮三房平車成大學廬戊區,台南市東區東寧路,大樓,28.8年,建坪 46.01,主 + 陽29.63,5樓/15樓,3房2廳2衛,前後陽台有陽台廁所開窗有 2662 人也在關注這間👀,"1,550萬","1,398","1,550萬1,398萬",坡道平面車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/37033X?breadcrumb=list,㊝富立和築★日常微光頂層和築,台南市東區崇賢三路,大樓,8.1年,建坪 55.08,主 + 陽32.31,15樓/15樓,3房2廳2衛,有景觀前後陽台有陽台有 451 人也在關注這間👀,"3,078萬","2,680","3,078萬2,680萬",坡道平面車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/38531Y?breadcrumb=list,成大書香天際線兩房成大城,台南市北區開元路,大樓,10.1年,建坪 26.23,主 + 陽17.84,24樓/24樓,2房1廳1衛,有裝潢有景觀有陽台有 218 人也在關注這間👀,"1,080萬","1,080","1,080萬",
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/8464LB?breadcrumb=list,大聖皇宮四房雙車位大聖皇宮,台南市東區慶東街,大樓,32.2年,建坪 91.92,主 + 陽64.91,2樓/16樓,4房3廳3衛1室,有裝潢廁所開窗警衛管理有 444 人也在關注這間👀,"1,890萬","1,780","1,890萬1,780萬",兩個以上車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/54932J?breadcrumb=list,南科新市｜景觀三房平車宅陞發A平方,台南市新市區復興路,大樓,5.1年,建坪 40.58,主 + 陽20.87,8樓/14樓,3房2廳2衛,有景觀前後陽台有陽台有 280 人也在關注這間👀,"1,738萬","1,598","1,738萬1,598萬",坡道平面車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/9419WM?breadcrumb=list,近河樂廣場超值３房三樓寓,台南市中西區康樂街,公寓,45.1年,建坪 18.79,主建物14.73,3樓/5樓,3房1衛,有裝潢有陽台廁所開窗有 572 人也在關注這間👀,288萬,288,288萬,
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/2548BF?breadcrumb=list,嚴選｜誠美璞真三房平車誠美樸真,台南市中西區五妃街,大樓,6.8年,建坪 69.68,主 + 陽40.23,6樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 228 人也在關注這間👀,"3,680萬","3,680","3,680萬",坡道平面車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/5408DC?breadcrumb=list,九份子富立海景三房雙平車詠泉津,台南市安南區永續三街,大樓,3.6年,建坪 70.84,主 + 陽33.81,11樓/20樓,3房2廳2衛,有裝潢有景觀前後陽台有 375 人也在關注這間👀,"2,940萬","2,680","2,940萬2,680萬",兩個以上車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/6148FC?breadcrumb=list,近砲校美景三房含車位維冠龍殿,台南市永康區永二街,大樓,31.6年,建坪 33.58,主 + 陽23.63,8樓/16樓,3房2廳2衛,有裝潢有景觀有陽台有 526 人也在關注這間👀,888萬,798,888萬798萬,坡道機械車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/6147YB?breadcrumb=list,松丹達麗質感兩房,台南市東區崇慶街一段,大樓,1.3年,建坪 25.43,主 + 陽13.67,12樓/15樓,2房1廳1衛,有景觀有陽台房間皆有窗有 344 人也在關注這間👀,"1,188萬","1,028","1,188萬1,028萬",坡道機械車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/7298GH?breadcrumb=list,悅景居高樓三房平車新悅城-香榭區,台南市安平區健康路三段,大樓,9.0年,建坪 48.09,主 + 陽24.98,25樓/27樓,3房2廳2衛,有裝潢有景觀前後陽台有 327 人也在關注這間👀,"1,400萬","1,288","1,400萬1,288萬",坡道平面車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/3031ZQ?breadcrumb=list,玉帶環腰帝皇居所水雲間,台南市安平區永華路二段,大樓,11.9年,建坪 162.05,主 + 陽91.03,8樓/26樓,6房2廳5衛,有裝潢有景觀前後陽台有 415 人也在關注這間👀,"4,680萬","4,268","4,680萬4,268萬",兩個以上車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/8739WC?breadcrumb=list,市政。高樓質感機能美宅市政阿曼,台南市安平區永華路二段,大樓,4.0年,建坪 34.9,主 + 陽17.81,11樓/22樓,3房2廳2衛,有裝潢有陽台廁所開窗有 616 人也在關注這間👀,"1,500萬","1,180","1,500萬1,180萬",坡道機械車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/6171NZ?breadcrumb=list,專ＬＭ蓮潭里佳楓三房平車佳楓領秀,台南市善化區蓮潭路,大樓,7.0年,建坪 48.76,主 + 陽26.01,4樓/13樓,3房2廳2衛,有裝潢有景觀前後陽台有 199 人也在關注這間👀,"1,850萬","1,698","1,850萬1,698萬",坡道平面車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/0044QY?breadcrumb=list,近平實．市景採光三房車位鼎林天廈,台南市永康區小東路,大樓,34.9年,建坪 46.22,主 + 陽31.18,9樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 395 人也在關注這間👀,"1,250萬","1,150","1,250萬1,150萬",坡道機械車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/6826VQ?breadcrumb=list,俯瞰安平∥博悅⚜海景豪邸博悅,台南市安平區永華路二段,大樓,7.8年,建坪 159.76,主 + 陽83.92,22樓/23樓,4房2廳3衛2室,有裝潢有景觀前後陽台有 160 人也在關注這間👀,"6,888萬","6,180","6,888萬6,180萬",兩個以上車位
2025_11_24 13_21_24,7,https://www.sinyi.com.tw//buy/house/0563MK?breadcrumb=list,近成大優質三房車位新好國宅,台南市北區北園街,大樓,27.6年,建坪 35.25,主 + 陽25.29,3樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 713 人也在關注這間👀,968萬,888,968萬888萬,坡道機械車位
