抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,,,,
2025_11_21 17_58_47,4,https://www.sinyi.com.tw//buy/house/1891FM?breadcrumb=list,新！運動公園電梯管理大戶芝蘭園,台北市士林區士東路,華廈,43.9年,建坪 74.77,主 + 陽65.97,6樓/7樓,6房4廳4衛,有裝潢有景觀前後陽台有 80 人也在關注這間👀,6360萬,"6,360",6360萬,,,,,,
2025_11_21 17_58_47,4,https://www.sinyi.com.tw//buy/house/8098JB?breadcrumb=list,捷運中山藝極全新好規劃,台北市大同區承德路二段,大樓,1.0年,建坪 15.47,主 + 陽9.62,3樓/15樓,1房1衛,有裝潢有陽台廁所開窗有 1592 人也在關注這間👀,1858萬,"1,858",1858萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/7729RL?breadcrumb=list,和平大苑全新裝潢和平大苑,台北市大安區金山南路二段,大樓,10.9年,建坪 21.4,主建物13.33,2樓/14樓,1房1廳1衛,有裝潢有景觀有陽台有 3941 人也在關注這間👀,3750萬,"3,750",3750萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/3600VH?breadcrumb=list,專約民生金碧園管理美廈金碧園,台北市中山區合江街,華廈,40.4年,建坪 40.05,主 + 陽37.82,4樓/7樓,2房2廳2衛1室,有裝潢前後陽台有陽台有 1009 人也在關注這間👀,3688萬,"3,688",3688萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/0267TR?breadcrumb=list,華爾道夫高樓豪邸華爾道夫二期,台北市中山區長春路,大樓,18.4年,建坪 80.57,主 + 陽38.21,10樓/15樓,3房2廳2衛,有裝潢有景觀有陽台有 255 人也在關注這間👀,8600萬,"8,600",8600萬,兩個以上車位,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/9956JP?breadcrumb=list,【專任】明水極品景觀三房銘家,台北市中山區明水路,大樓,31.9年,建坪 35.48,主 + 陽23.82,11樓/15樓,3房2廳2衛,有裝潢有景觀有陽台有 202 人也在關注這間👀,4988萬,"4,988",4988萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/9708BP?breadcrumb=list,忠孝復興住辦萬象大廈,台北市大安區安東街,大樓,43.9年,建坪 23.46,主建物15.12,5樓/12樓,2房2廳1衛,警衛管理具垃圾處理近公園有 1035 人也在關注這間👀,1876萬,"1,876",1876萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/6413KX?breadcrumb=list,雙主臥四房車位晏京豪邸中正晏京,台北市中正區汀州路二段,大樓,8.4年,建坪 79.65,主 + 陽44.18,6樓/19樓,4房2廳3衛,有裝潢前後陽台有陽台有 1063 人也在關注這間👀,8300萬,"8,300",8300萬,坡道平面車位,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/8474RJ?breadcrumb=list,御心綻－御館,台北市南港區經園街,華廈,預售,建坪 24.45,主+附 15.28,5樓/8樓,2房1廳1衛,有景觀有陽台廁所開窗有 142 人也在關注這間👀,3160萬,"3,160",3160萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/52043C?breadcrumb=list,御心綻－御館,台北市南港區經園街,華廈,預售,建坪 25.87,主+附 16.17,4樓/8樓,2房1廳1衛,有陽台廁所開窗房間皆有窗有 128 人也在關注這間👀,3415萬,"3,415",3415萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/48148X?breadcrumb=list,捷運低總價首購電梯美宅湖水裔,台北市內湖區文德路,辦公/大樓,15.7年,建坪 28.58,主 + 陽9.2,2樓/12樓,1廳1衛,有裝潢有陽台廁所開窗有 60 人也在關注這間👀,1699萬,"1,699",1699萬,坡道平面車位,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/2158CW?breadcrumb=list,新！運動公園管理電梯Ａ芝蘭園,台北市士林區士東路,華廈,43.9年,建坪 37.38,主 + 陽32.99,6樓/7樓,3房2廳2衛,有裝潢有景觀前後陽台有 110 人也在關注這間👀,3180萬,"3,180",3180萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/6768RX?breadcrumb=list,松江ｓｍｉｌｅ美屋松江smile,台北市中山區四平街,華廈,24.3年,建坪 12.28,主 + 陽7.23,7樓/10樓,1房1廳1衛,有裝潢房間皆有窗警衛管理有 24 人也在關注這間👀,1599萬,"1,599",1599萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/1730VC?breadcrumb=list,碧湖麗山️綠意三房,台北市內湖區環山路三段,公寓,44.9年,建坪 35.86,主建物27.19,1樓/5樓,3房2廳2衛2室,有景觀房間皆有窗警衛管理有 3 人也在關注這間👀,2600萬,"2,600",2600萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/5816PH?breadcrumb=list,忠孝敦化質感電梯兩房現代大廈,台北市大安區忠孝東路四段,大樓,46.4年,建坪 18.26,主建物16.3,12樓/14樓,2房1廳1衛,有裝潢有景觀廁所開窗有 843 人也在關注這間👀,2368萬,"2,368",2368萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/1054JJ?breadcrumb=list,信義世貿１０１電梯大空間,台北市信義區基隆路二段,華廈/辦公,37.0年,建坪 37.61,主 + 陽30.7,3樓/8樓,4房2廳2衛,有裝潢廁所開窗房間皆有窗有 0 人也在關注這間👀,3598萬,"3,598",3598萬,,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/1023WD?breadcrumb=list,森美術採光平面車位森美術,台北市中山區雙城街,大樓,13.7年,建坪 34.79,主 + 陽15.13,6樓/15樓,1房2廳1衛,有裝潢警衛管理具垃圾處理有 165 人也在關注這間👀,2850萬,"2,850",2850萬,坡道平面車位,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/6620AT?breadcrumb=list,北投捷運３房坡平家賀屋,台北市北投區清江路,大樓,23.8年,建坪 57.59,主 + 陽35.44,2樓/14樓,3房2廳2衛,有裝潢前後陽台有陽台有 200 人也在關注這間👀,3366萬,"3,366",3366萬,坡道平面車位,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/1470VX?breadcrumb=list,華固綠景稀有釋出華固富仕館,台北市南港區向陽路,大樓,16.7年,建坪 34.65,主 + 陽17.79,6樓/12樓,2房2廳1衛,有裝潢有景觀有陽台有 235 人也在關注這間👀,3300萬,"3,300",3300萬,坡道機械車位,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/8104HB?breadcrumb=list,鋼骨邊間高樓四房坡平,台北市萬華區康定路,大樓,9.6年,建坪 61.47,主 + 陽31.35,13樓/26樓,4房2廳2衛,有景觀前後陽台有陽台有 219 人也在關注這間👀,4988萬,"4,988",4988萬,坡道平面車位,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/8812LS?breadcrumb=list,朝日邊間雙坡平車位,台北市中山區新生北路二段,大樓,14.3年,建坪 90.42,主 + 陽42.78,12樓/16樓,3房2廳2衛2室,有裝潢有景觀前後陽台有 138 人也在關注這間👀,6688萬,"6,688",6688萬,兩個以上車位,,,,,
2025_11_21 17_58_55,5,https://www.sinyi.com.tw//buy/house/2719CC?breadcrumb=list,松江ｓｍｉｌｅ美屋有車位松江smile,台北市中山區四平街,華廈,24.3年,建坪 13.34,主 + 陽7.25,7樓/10樓,1房1廳1衛,有裝潢房間皆有窗警衛管理有 27 人也在關注這間👀,1785萬,"1,785",1785萬,塔式車位,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/8268FD?breadcrumb=list,內湖捷運電梯精品大３房碧湖君品,台北市內湖區內湖路二段,大樓,9.5年,建坪 44.89,主 + 陽29.74,6樓/13樓,3房2廳2衛1室,有裝潢有景觀前後陽台有 1156 人也在關注這間👀,4718萬,"4,718",4718萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/1082CC?breadcrumb=list,近美麗華雙併名宅三房大戶詠大直,台北市內湖區文湖街,大樓,10.1年,建坪 110.04,主 + 陽58.17,6樓/11樓,3房2廳2衛,有裝潢有景觀前後陽台有 1431 人也在關注這間👀,6980萬,"6,980",6980萬,兩個以上車位,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/5299JY?breadcrumb=list,強推！信義安和兩房車位曼哈頓,台北市大安區文昌街,華廈/辦公,29.4年,建坪 40.57,主 + 陽23.27,2樓/5樓,2房2廳2衛,有裝潢有陽台警衛管理有 1437 人也在關注這間👀,3588萬,"3,588",3588萬,升降機械車位,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/3759KD?breadcrumb=list,天母翠峰★大３房美廈翠峰大廈,台北市士林區中山北路七段,華廈,45.6年,建坪 84.52,主 + 陽72.09,2樓/7樓,3房2廳3衛1室,房間皆有窗警衛管理具垃圾處理有 624 人也在關注這間👀,4650萬,"4,650",4650萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/43701G?breadcrumb=list,一層一戶黃金３樓大間美寓,台北市文山區興隆路一段,公寓,48.3年,建坪 43.6,主 + 陽43.6,3樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 146 人也在關注這間👀,2850萬,"2,850",2850萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/25201Y?breadcrumb=list,信義計畫區豪邸冠德遠見,台北市信義區信義路五段,大樓,17.9年,建坪 190.36,主 + 陽103.44,12樓/27樓,5房4廳6衛,有裝潢有景觀前後陽台有 1051 人也在關注這間👀,24000萬,"24,000",24000萬,兩個以上車位,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/0710AG?breadcrumb=list,中山北路捷運採光高樓辦住,台北市中山區中山北路三段,大樓,48.7年,建坪 34.48,主建物27.79,7樓/11樓,1房2廳2衛2室,有裝潢有陽台廁所開窗有 275 人也在關注這間👀,2680萬,"2,680",2680萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/4741QR?breadcrumb=list,松河大美美麗露台２房松河大美,台北市松山區松河街,大樓/辦公,10.6年,建坪 32.62,主 + 陽17.62,2樓/15樓,2房2廳1衛,有裝潢前後陽台有陽台有 899 人也在關注這間👀,3280萬,"3,280",3280萬,其他,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/6039NY?breadcrumb=list,六張犁捷運美妝三房,台北市信義區崇德街,公寓,49.8年,建坪 18.74,主 + 陽18.74,3樓/4樓,3房2廳1衛,有裝潢有景觀有陽台有 284 人也在關注這間👀,1880萬,"1,880",1880萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/8180DC?breadcrumb=list,磺溪河畔公園邊間３樓美寓,台北市士林區克強路,公寓,47.8年,建坪 38.38,主 + 陽38.38,3樓/5樓,3房3廳2衛,有裝潢前後陽台有陽台有 234 人也在關注這間👀,2988萬,"2,988",2988萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/9274JH?breadcrumb=list,採光好美裝潢公寓,台北市信義區和平東路三段,公寓,48.4年,建坪 30.82,主 + 陽30.82,5樓/5樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 85 人也在關注這間👀,2450萬,"2,450",2450萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/7115TP?breadcrumb=list,大中正國中市立附小近捷運,台北市中正區林森南路,套房,25.1年,建坪 17.87,主 + 陽8.55,6樓/12樓,1房1廳1衛,有裝潢房間皆有窗無障礙空間有 287 人也在關注這間👀,2468萬,"2,468",2468萬,塔式車位,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/2182TU?breadcrumb=list,南京御邸裝潢美屋南京御邸,台北市中山區南京東路三段,大樓/辦公,5.0年,建坪 61.65,主 + 陽30.4,3樓/20樓,2房2廳2衛,有裝潢前後陽台有陽台有 148 人也在關注這間👀,8868萬,"8,868",8868萬,坡道平面車位,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/7836ZX?breadcrumb=list,敦南ＷＯＷ邊間精品小豪宅,台北市大安區安和路二段,華廈/套房,4.7年,建坪 17.05,主 + 陽8.62,4樓/7樓,1房1廳1衛1室(含加蓋1室),有裝潢有景觀有陽台有 1420 人也在關注這間👀,2297萬,"2,297",2297萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/9182GW?breadcrumb=list,東門崗石外觀雙車位柒樓東門珍第,台北市中正區金山南路一段,大樓,15.7年,建坪 64.51,主 + 陽37.29,7樓/11樓,4房2廳2衛,有裝潢有陽台廁所開窗有 888 人也在關注這間👀,8800萬,"8,800",8800萬,兩個以上車位,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/8316UY?breadcrumb=list,龍門學區電梯四房,台北市大安區羅斯福路三段,華廈,47.7年,建坪 54.33,主 + 陽43.17,2樓/7樓,4房3廳2衛,有裝潢前後陽台有陽台有 1452 人也在關注這間👀,4888萬,"4,888",4888萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/0127RD?breadcrumb=list,試院路稀有一樓大空間,台北市文山區試院路,公寓,39.9年,建坪 43.02,主建物36.71,1樓/5樓,7房2廳2衛,有裝潢有景觀前後陽台有 735 人也在關注這間👀,1900萬,"1,900",1900萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/7956UK?breadcrumb=list,中山鬧區第五街稀有釋出,台北市中山區長安東路一段,華廈/套房,47.6年,建坪 9.84,主 + 陽8.11,6樓/7樓,1房1廳1衛,有裝潢房間皆有窗警衛管理有 39 人也在關注這間👀,950萬,950,950萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/6177XU?breadcrumb=list,麗湖學區高樓山景美屋佛羅倫斯,台北市內湖區金湖路,華廈,26.6年,建坪 14.65,主 + 陽10.75,10樓/10樓,1房1廳1衛,有裝潢有景觀前後陽台有 2646 人也在關注這間👀,1758萬,"1,758",1758萬,,,,,,
2025_11_21 17_59_09,6,https://www.sinyi.com.tw//buy/house/96077W?breadcrumb=list,御心綻－御館,台北市南港區經園街,華廈,預售,建坪 14.62,主+附 9.14,4樓/8樓,1房1廳1衛,有陽台警衛管理具垃圾處理有 169 人也在關注這間👀,1890萬,"1,890",1890萬,,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/9337JJ?breadcrumb=list,雨農山莊雨農山莊,台北市士林區雨農路,大樓,20.6年,建坪 65.57,主 + 陽37.98,2樓/12樓,4房2廳2衛,廁所開窗房間皆有窗警衛管理有 477 人也在關注這間👀,4250萬,"4,250",4250萬,坡道平面車位,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/5886WT?breadcrumb=list,近捷運公園旁方正３房,台北市南港區成福路,公寓,41.8年,建坪 28.33,主 + 陽28.33,4樓/5樓,3房2廳1衛,有裝潢前後陽台有陽台有 56 人也在關注這間👀,2288萬,"2,288",2288萬,,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/2499TK?breadcrumb=list,正馬路★各行各業大店辦金門大廈,台北市中正區師大路,店面/辦公/大樓,44.0年,建坪 109.83,主建物45.86,1樓/12樓,1廳1衛1室,有裝潢有景觀有陽台有 271 人也在關注這間👀,5800萬,"5,800",5800萬,兩個以上車位,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/0208PU?breadcrumb=list,三民新城漂亮３房花園落成延壽國宅乙標,台北市松山區三民路,華廈/辦公,33.7年,建坪 37.66,主建物25.21,1樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 179 人也在關注這間👀,3960萬,"3,960",3960萬,,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/1589SM?breadcrumb=list,錦州福邸美妝三房錦洲福邸,台北市中山區錦州街,華廈,41.5年,建坪 27.66,主 + 陽24.18,5樓/7樓,3房2廳2衛,有裝潢前後陽台有陽台有 310 人也在關注這間👀,3088萬,"3,088",3088萬,,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/7190KT?breadcrumb=list,遠雄首府豪華精緻美宅車位遠雄首府,台北市中山區林森北路,大樓,14.3年,建坪 38.99,主 + 陽16.35,9樓/13樓,2房2廳1衛,有裝潢有景觀有陽台有 232 人也在關注這間👀,3380萬,"3,380",3380萬,坡道平面車位,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/8736BX?breadcrumb=list,昇陽綠意景觀精緻美屋昇陽田田,台北市文山區政大一街,大樓,14.6年,建坪 26.96,主 + 陽19.01,7樓/11樓,1房1廳1衛,有景觀有陽台警衛管理有 428 人也在關注這間👀,2099萬,"2,099",2099萬,,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/3853ZN?breadcrumb=list,【力麒首御】景觀精裝豪邸力麒首御,台北市中正區和平西路一段,大樓,14.4年,建坪 87.83,主 + 陽46.31,11樓/18樓,4房2廳2衛1室,有裝潢有景觀前後陽台有 987 人也在關注這間👀,9888萬,"9,888",9888萬,兩個以上車位,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/2297RT?breadcrumb=list,科技捷運電梯三房成功國宅27~2...,台北市大安區和平東路二段,大樓,40.5年,建坪 38.44,主 + 陽29.61,6樓/17樓,3房2廳2衛,有裝潢有陽台廁所開窗有 1275 人也在關注這間👀,3650萬,"3,650",3650萬,,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/9442LH?breadcrumb=list,①Ｗ１１０璞石麗緻附車位W110,台北市信義區光復南路,大樓,17.3年,建坪 33.27,主 + 陽16.87,6樓/18樓,1廳1衛,毛胚屋有景觀警衛管理有 863 人也在關注這間👀,3580萬,"3,580",3580萬,坡道平面車位,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/1652AZ?breadcrumb=list,磺溪之美－舒適電梯五房石濤園,台北市士林區天母北路,大樓,44.8年,建坪 91.38,主 + 陽80.21,3樓/11樓,5房2廳2衛,有裝潢前後陽台有陽台有 307 人也在關注這間👀,6055萬,"6,055",6055萬,,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/7809WD?breadcrumb=list,成功國宅高樓景觀３房成功國宅27~2...,台北市大安區和平東路二段,大樓,40.5年,建坪 33.69,主 + 陽25.91,16樓/19樓,3房2廳1.5衛,有裝潢有景觀有陽台有 1081 人也在關注這間👀,3218萬,"3,218",3218萬,,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/8911QS?breadcrumb=list,冠堤晶華精妝美居冠堤晶華-B區,台北市中山區民生東路一段,華廈,18.2年,建坪 15.88,主 + 陽9.63,5樓/7樓,1房1廳1衛,有裝潢有陽台廁所開窗有 1208 人也在關注這間👀,1599萬,"1,599",1599萬,,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/7154BL?breadcrumb=list,專任擎天森林４７坪雙車位擎天森林,台北市南港區興南街,大樓,0.9年,建坪 60.77,主 + 陽30.33,7樓/26樓,3房2廳2衛,有景觀前後陽台有陽台有 123 人也在關注這間👀,6688萬,"6,688",6688萬,兩個以上車位,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/9184LV?breadcrumb=list,景觀無印風格電梯３房美麗華大廈,台北市松山區民族東路,華廈,43.9年,建坪 36.79,主 + 陽30.33,6樓/7樓,3房2廳2衛,有景觀前後陽台有陽台有 533 人也在關注這間👀,3308萬,"3,308",3308萬,,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/35789A?breadcrumb=list,天母電梯３房＋車位天母麗晶,台北市士林區中山北路六段,華廈,30.8年,建坪 66.12,主建物27.39,1樓/7樓,3房2廳2衛,有裝潢有景觀有陽台有 1163 人也在關注這間👀,3888萬,"3,888",3888萬,兩個以上車位,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/9609YR?breadcrumb=list,北投捷運３房車位家賀屋,台北市北投區清江路,大樓,23.8年,建坪 58.59,主 + 陽36.23,2樓/14樓,3房2廳2衛,前後陽台有陽台警衛管理有 158 人也在關注這間👀,3400萬,"3,400",3400萬,坡道平面車位,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/8215PY?breadcrumb=list,臨沂帝國忠孝新生捷運坡平臨沂帝國,台北市中正區新生南路一段,大樓,15.9年,建坪 74.16,主 + 陽44.16,15樓/15樓,3房2廳2衛1室,有裝潢有景觀前後陽台有 1135 人也在關注這間👀,9988萬,"9,988",9988萬,坡道平面車位,,,,,
2025_11_21 17_59_18,7,https://www.sinyi.com.tw//buy/house/31346D?breadcrumb=list,大直純住區：國美大真國美大真,台北市中山區樂群二路,大樓,10.9年,建坪 178.74,主 + 陽89.57,6樓/11樓,3房2廳4衛2室,有裝潢有景觀前後陽台有 919 人也在關注這間👀,26000萬,"26,000",26000萬,兩個以上車位,,,,,
