鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元
岡山區,房地(土地+建物),高雄市岡山區大仁北路５４號,66.2,1140509,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,720705,98.32,3,4,4,有,無,5330000,54211,,0,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區新康街１５１巷５號三樓,24.25,1140509,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870710,163.44,4,2,2,有,有,10300000,63020,坡道平面,25.98,0
大社區,房地(土地+建物)+車位,高雄市大社區大吉路５８９號二樓,36.23,1140510,土地1建物1車位1,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1131029,119.17,2,2,2,有,有,13200000,111270,一樓平面,14.02,1500000
三民區,房地(土地+建物),高雄市三民區遼寧一街４３３之２８號,10.89,1140506,土地2建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,650816,42.77,1,1,1,有,有,2300000,53776,,0,0
林園區,房地(土地+建物),高雄市林園區鳳芸二路９９巷１０號三樓,25.13,1140515,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,820218,95.99,3,1,2,有,無,900000,9376,,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區華寧路６０號十樓,25.38,1140501,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830721,188.27,4,2,2,有,有,12300000,65332,坡道平面,0,0
新興區,房地(土地+建物),高雄市新興區八德二路４９號五樓之３,4.87,1140502,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100830,53.65,2,1,1,有,有,6000000,111836,,0,0
新興區,房地(土地+建物),高雄市新興區玉竹二街３３號,26,1140502,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,521021,50.2,1,1,1,有,無,6000000,119522,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區武信街６６號二樓,37.5,1140522,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,671102,83.09,3,2,2,有,無,4100000,49344,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區自強三路５號二十五樓之３５,0.97,1140519,土地2建物1車位0,二十五層,八十五層,住宅大樓(11層含以上有電梯),商業用,鋼骨鋼筋混凝土造,880401,55.93,1,0,1,有,有,3280000,58645,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區忠孝二路３號６樓之５,8.09,1140506,土地1建物1車位0,六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830505,84.71,2,2,1,有,有,5000000,59025,,0,0
小港區,房地(土地+建物),高雄市小港區達德街１１９號三樓,29.27,1140505,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土,1131223,99.02,3,2,2,有,有,10000000,100990,,0,0
三民區,房地(土地+建物),高雄市三民區大豐二路５６４巷１２號,31.1,1140509,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751018,113.61,3,2,2,有,無,10000000,88020,,0,0
三民區,房地(土地+建物)+車位,高雄市三民區建興路４１９巷１７號三樓之１,20,1140503,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980710,188.12,4,2,2,有,有,18100000,97424,坡道平面,20.81,1800000
左營區,房地(土地+建物),高雄市左營區曾子路３７８號三樓之３,11.77,1140519,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,861128,79.84,2,2,1,有,有,2113038,26466,,0,0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區旗楠路８８５之６號四樓,16.98,1140513,土地2建物1車位1,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831014,165.88,4,2,2,有,有,8880000,53533,一樓平面,18.34,0
左營區,房地(土地+建物),高雄市左營區左營下路２６號,48.02,1140507,土地5建物1車位0,全,二層,透天厝,住商用,加強磚造,700923,57.42,3,2,3,有,無,4600000,80111,,0,0
橋頭區,房地(土地+建物),高雄市橋頭區樹德路２０５號,30.02,1140506,土地1建物1車位0,一層，二層，三層，騎樓,八層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,820701,150.87,4,2,3,有,有,9000000,59654,,0,0
岡山區,房地(土地+建物),高雄市岡山區正言街７６巷１弄１號,62,1140508,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,630919,70.7,5,2,3,有,無,6000000,84866,,0,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區大明路１１１之４號二樓,25.33,1140502,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820414,155.57,4,2,2,有,有,7200000,46281,坡道平面,0,0
鳳山區,房地(土地+建物),高雄市鳳山區中山東路３８５巷１８號,60.75,1140505,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660630,63.6,2,2,1,有,無,5800000,91195,,0,0
仁武區,房地(土地+建物),高雄市仁武區名湖街９５２巷１０號,50.26,1140522,土地2建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土,1091208,157.47,5,3,6,有,無,16500000,104782,,0,0
阿蓮區,房地(土地+建物),高雄市阿蓮區中山路２６２巷１２號,62,1140521,土地1建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,710731,82.7,3,1,2,有,無,6300000,76179,,0,0
大寮區,房地(土地+建物),高雄市大寮區仁愛路９６號,48.95,1140523,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,750620,57.1,4,2,3,有,無,7500000,131349,,0,0
大寮區,房地(土地+建物),高雄市大寮區明德路１２巷１０號五樓,17.01,1140512,土地1建物1車位0,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,811120,107.29,3,2,2,有,有,1800000,16777,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區佛道路１７８號,52.5,1140507,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,761231,158.96,5,2,3,有,無,4800000,30196,,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路３１３號二十四樓,12.09,1140505,土地1建物1車位1,二十四層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100430,165.55,3,2,2,有,有,28000000,179269,坡道平面,22.19,2300000
苓雅區,房地(土地+建物),高雄市苓雅區五福一路９號２樓,18.61,1140514,土地1建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820208,135.37,3,2,2,有,有,8800000,65007,,0,0
小港區,房地(土地+建物),高雄市小港區新豐街１３８之７號,25.65,1140520,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720317,80.94,3,2,1,有,無,2250000,27798,,0,0
小港區,房地(土地+建物),高雄市小港區其明街６５號四樓,24,1140510,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710215,75.82,3,2,2,有,無,3900000,51438,,0,0
小港區,房地(土地+建物)+車位,高雄市小港區安美街１１５號十三樓,23.59,1140514,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1131210,155.09,3,2,2,有,有,12000000,80227,坡道平面,27.95,1800000
三民區,房地(土地+建物),高雄市三民區建興路２６４巷４７號四樓,31.59,1140523,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690922,98.73,3,2,2,有,無,2500000,25322,,0,0
三民區,房地(土地+建物),高雄市三民區光武路１５２巷２４號四樓,22.2,1140506,土地1建物1車位0,四層，電梯樓梯間,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,760504,104.94,3,2,2,有,有,4360000,41548,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區益群路９巷１２號,39.81,1140512,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690517,86.58,3,2,2,有,無,4500000,51975,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區德賢路５５５巷１號五樓,3.58,1140526,土地1建物1車位0,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851028,47.35,2,1,1,有,有,4000000,84477,,0,0
鳳山區,房地(土地+建物),高雄市鳳山區自治街１５巷６１之１號六樓,7.04,1140522,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830205,39.53,1,0,1,有,有,1850000,46800,,0,0
鳳山區,房地(土地+建物),高雄市鳳山區華山街１８８之３號,26.2,1140516,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701110,74.43,3,2,2,有,無,150000,2015,,0,0
阿蓮區,房地(土地+建物),高雄市阿蓮區中山路７２巷２６號三樓之１,16.34,1140525,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840627,117,3,2,2,有,有,4260000,36410,,0,0
林園區,房地(土地+建物),高雄市林園區田厝路３７號,104,1140501,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,701220,263.92,0,0,0,無,無,8830000,33457,,0,0
大寮區,房地(土地+建物),高雄市大寮區鳳屏二路２２０號,36,1140501,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,630501,35.2,1,1,2,有,無,4000000,113636,,0,0
大寮區,房地(土地+建物),高雄市大寮區承德街２１號四樓,12.53,1140514,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850401,67.83,2,1,1,有,有,3200000,47177,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區精忠街１６５號,5.33,1140520,土地1建物1車位0,一層，二層，騎樓,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,660712,15.07,3,2,2,有,無,380000,25216,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區安泰街１８２巷２號二樓之７,5.05,1140520,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),其他,鋼筋混凝土造,930413,24.34,1,1,1,有,有,900000,36976,,0,0
鳳山區,房地(土地+建物),高雄市鳳山區南和街１１８之３號八樓,17.73,1140502,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870830,112.44,3,2,2,有,有,2740000,24369,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區文忠路１０８號九樓之６,4.89,1140501,土地1建物1車位0,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800810,63.16,1,1,1,有,有,6100000,96580,,0,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北五街８６號十二樓,38.88,1140505,土地1建物1車位4,十二層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1071213,475.39,4,2,3,有,有,56200000,118219,坡道平面,80.76,0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南二路１２號六樓,30.81,1140512,土地1建物1車位1,六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010809,308.97,4,2,3,有,有,33000000,106806,坡道平面,17.07,0
前金區,房地(土地+建物),高雄市前金區七賢二路２２０之１１號,104,1140519,土地1建物1車位0,全,四層,透天厝,住商用,加強磚造,600120,384.64,3,2,4,有,無,21200000,55116,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區台鋁十四巷１７之１號,33.47,1140520,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631202,64.81,3,2,2,有,無,4400000,67891,,0,0
前鎮區,房地(土地+建物),高雄市前鎮區民權二路３５７之１號六樓,14.13,1140509,土地2建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,670811,128.44,3,2,2,有,有,4300000,33479,,0,0
三民區,房地(土地+建物),高雄市三民區昌裕街１９０巷２弄１２號,33.01,1140507,土地4建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,760508,70.98,8,0,8,有,無,3850000,54241,,0,0
三民區,房地(土地+建物),高雄市三民區鼎中路７６２巷２１弄１號,71.88,1140513,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,780428,173.27,4,2,2,有,無,4500000,25971,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區加宏路１００巷２５之２號,34.69,1140526,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680606,83.33,3,2,1,有,無,5700000,68403,,0,0
楠梓區,房地(土地+建物),高雄市楠梓區晉昌街５之２號,27.8,1140520,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690507,99.46,3,2,2,有,無,3000000,30163,,0,0
左營區,房地(土地+建物)+車位,高雄市左營區大中二路８１８號十二樓,12.05,1140513,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1041012,126.88,2,1,2,有,有,5630000,58156,坡道機械,36.09,350000
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文化西路６５號四樓,18.33,1140514,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010530,141.96,3,2,2,有,有,12980000,91434,坡道機械,11.72,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文殿街６９號八樓,19.15,1140502,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000912,134.29,2,2,2,有,有,13200000,98295,坡道平面,23.1,0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文殿街８６之１號十一樓,15.6,1140502,土地4建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1131024,112.64,2,1,1,有,有,10600000,94105,坡道平面,24.52,0
阿蓮區,房地(土地+建物),高雄市阿蓮區峰園路６８巷９弄５號,41.82,1140505,土地1建物1車位0,全,一層,透天厝,住家用,磚造,580110,33.76,2,1,1,有,無,2050000,60723,,0,0
大寮區,房地(土地+建物),高雄市大寮區大智街１１６號,136.79,1140514,土地4建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土造,690702,82.6,3,1,2,有,無,5250000,63559,,0,0
林園區,房地(土地+建物),高雄市林園區五福路２５８巷２６號,116,1140526,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1090115,228.49,5,2,4,有,無,8710000,38120,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區和平一路１３３號四樓,19.22,1140516,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,731130,103.79,3,2,2,有,有,9480000,91338,,0,0
阿蓮區,房地(土地+建物),高雄市阿蓮區中山路２５６號,78,1140508,土地1建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,710823,161.48,3,1,3,有,無,5000000,30964,,0,0
鼓山區,房地(土地+建物),高雄市鼓山區南屏路５５５號三樓之３,2.66,1140521,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851028,40.4,1,1,1,有,有,3666300,90750,,0,0
苓雅區,房地(土地+建物)+車位,高雄市苓雅區新光路６２巷１２號４樓之１,5.85,1140505,土地1建物1車位1,四層,三十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860421,152.27,3,2,2,有,有,6500000,42687,坡道平面,14.65,0
苓雅區,房地(土地+建物),高雄市苓雅區大順三路２０６號十六樓之３,6.33,1140505,土地2建物1車位0,十六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1131015,75.41,1,2,2,有,有,10560000,140034,,0,0
苓雅區,房地(土地+建物),高雄市苓雅區復興二路１０號八樓之１,6.1,1140507,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051125,89.59,2,2,1,有,有,8500000,94877,,0,0
小港區,房地(土地+建物),高雄市小港區高坪十一路３９６巷５８號三樓,20.24,1140522,土地1建物1車位0,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土,1090428,55.39,2,1,1,有,有,2900000,52356,,0,0
小港區,房地(土地+建物),高雄市小港區達德街１１９號二樓,29.27,1140503,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土,1131223,99.02,3,2,2,有,有,10500000,106039,,0,0
小港區,房地(土地+建物),高雄市小港區達德街１２１號二樓,21.35,1140518,土地1建物1車位0,二層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土,1131223,72.22,2,2,2,有,有,7750000,107311,,0,0
