抓取時間,搜尋結果第幾頁,物件超連結,物件標題,地址,房屋類型,屋齡,建坪,實際坪數,所在樓層,格局,額外資訊1,原始價格,目前價格,原始及目前價格,是否含車位價格,,
2025_11_24 10_02_07,4,https://www.sinyi.com.tw//buy/house/5163BL?breadcrumb=list,惠宇觀市政朝南精美裝潢,台中市西屯區西屯路二段,大樓,6.4年,建坪 54.59,主 + 陽27.5,10樓/22樓,3房2廳2衛,有裝潢有景觀前後陽台有 433 人也在關注這間👀,"3,288萬","2,988","3,288萬2,988萬",坡道平面車位,,
2025_11_24 10_02_07,4,https://www.sinyi.com.tw//buy/house/7113SX?breadcrumb=list,一中商圈首購首選莒光新城莒光新城,台中市北區錦中街,大樓,40.7年,建坪 28.16,主 + 陽27.44,7樓/14樓,3房2廳2衛,有裝潢有景觀前後陽台有 160 人也在關注這間👀,838萬,798,838萬798萬,,,
2025_11_24 10_02_07,4,https://www.sinyi.com.tw//buy/house/2622RB?breadcrumb=list,逢甲華夏巷｜多間收租套房,台中市西屯區華夏巷,公寓/套房,46.4年,建坪 39.66,主建物39.66,1樓/5樓,12房12衛(含加蓋4房6衛),有裝潢近公園近市場有 47 人也在關注這間👀,"2,292萬","2,100","2,292萬2,100萬",,,
2025_11_24 10_02_07,4,https://www.sinyi.com.tw//buy/house/4435LH?breadcrumb=list,新青安近漢神美三房車位,台中市北屯區松竹路二段,華廈,34.0年,建坪 31.44,主 + 陽24.94,5樓/7樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 552 人也在關注這間👀,"1,088萬",898,"1,088萬898萬",升降機械車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/5366XS?breadcrumb=list,新青安買到會微笑雲品微笑世紀B區/雲...,台中市北區育樂街,大樓,6.5年,建坪 31.37,主 + 陽15.19,9樓/22樓,1房1廳1衛,有裝潢有陽台房間皆有窗有 68 人也在關注這間👀,"1,358萬","1,228","1,358萬1,228萬",坡道平面車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/5003FT?breadcrumb=list,近未來漢神高樓三房雙平車,台中市潭子區僑興一街,大樓,1.6年,建坪 55.28,主 + 陽26.33,15樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 179 人也在關注這間👀,"2,180萬","1,898","2,180萬1,898萬",兩個以上車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/5318TM?breadcrumb=list,視野！高樓大空間三房車位新宿,台中市南屯區永春東路,大樓,30.5年,建坪 40.23,主 + 陽27.9,14樓/16樓,3房2廳2衛1室,有裝潢有景觀有陽台有 106 人也在關注這間👀,"1,388萬","1,298","1,388萬1,298萬",坡道機械車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/1498QF?breadcrumb=list,誠售ＭＹ勝美視野４房雙車MY勝美,台中市西屯區青海路二段,大樓,5.4年,建坪 68.79,主 + 陽34.88,15樓/15樓,4房2廳2衛,有裝潢有景觀前後陽台有 1235 人也在關注這間👀,"3,688萬","3,088","3,688萬3,088萬",兩個以上車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/8960WG?breadcrumb=list,震後首選小資大兩房城市之星,台中市大里區德芳南路,大樓,21.5年,建坪 28.92,主 + 陽20.23,14樓/14樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 798 人也在關注這間👀,958萬,898,958萬898萬,,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/9239CW?breadcrumb=list,梅川大３房雙衛浴開窗美寓,台中市北區梅川東路三段,公寓,45.9年,建坪 31.42,主 + 陽31.42,5樓/5樓,3房2廳2衛,有裝潢前後陽台有陽台有 457 人也在關注這間👀,688萬,588,688萬588萬,,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/1219DZ?breadcrumb=list,我城大三房我城NO.1,台中市北屯區敦化路一段,大樓,32.8年,建坪 32.13,主 + 陽28.45,10樓/12樓,3房2廳2衛,有裝潢警衛管理具垃圾處理有 140 人也在關注這間👀,"1,050萬",928,"1,050萬928萬",,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/2158QQ?breadcrumb=list,我城三房我城NO.1,台中市北屯區敦化路一段,大樓,32.8年,建坪 27.25,主 + 陽23.68,7樓/12樓,3房2廳1衛,有裝潢警衛管理具垃圾處理有 448 人也在關注這間👀,898萬,788,898萬788萬,,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/7982GW?breadcrumb=list,碧夏庭次頂樓整理三房碧夏庭,台中市南區懷寧街,大樓,30.8年,建坪 36.49,主 + 陽26.97,12樓/13樓,3房2廳2衛,有裝潢有景觀前後陽台有 44 人也在關注這間👀,"1,298萬","1,298","1,298萬",,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/0748WY?breadcrumb=list,惠宇仁美三房平車位惠宇仁美,台中市北屯區崇德路三段,大樓,11.9年,建坪 58.26,主 + 陽33.01,9樓/21樓,3房2廳2衛,有裝潢有景觀前後陽台有 107 人也在關注這間👀,"2,980萬","2,980","2,980萬",坡道平面車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/9079WZ?breadcrumb=list,和築青風兩房Ｂ１平面車位,台中市烏日區環河路四段,大樓,5.4年,建坪 36.74,主 + 陽18.62,2樓/15樓,2房1廳1衛,有裝潢前後陽台有陽台有 405 人也在關注這間👀,"1,368萬","1,198","1,368萬1,198萬",坡道平面車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/6763SB?breadcrumb=list,春賞兩房兩衛稀有視野戶登陽春賞,台中市北屯區敦富路,大樓,5.0年,建坪 40.25,主 + 陽19.29,18樓/19樓,2房2廳2衛,有裝潢有景觀前後陽台有 261 人也在關注這間👀,"1,798萬","1,698","1,798萬1,698萬",坡道平面車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/8471PU?breadcrumb=list,櫻花沐然三房平車櫻花沐然,台中市北屯區樹孝路,大樓,7.6年,建坪 48.48,主 + 陽25.08,6樓/14樓,3房2廳2衛,前後陽台有陽台廁所開窗有 285 人也在關注這間👀,"1,860萬","1,699","1,860萬1,699萬",坡道平面車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/6943HD?breadcrumb=list,人本至善精裝潢三房車位人本至善,台中市西屯區青海路二段,大樓,22.6年,建坪 39.19,主 + 陽26.28,13樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 85 人也在關注這間👀,"1,598萬","1,598","1,598萬",坡道機械車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/9070MB?breadcrumb=list,鉅虹嵐Ｃａｓａ三房平車鉅虹嵐CASA,台中市北屯區南興路,大樓,1.1年,建坪 50.5,主 + 陽28.59,4樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 657 人也在關注這間👀,"2,688萬","2,488","2,688萬2,488萬",坡道平面車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/3373GZ?breadcrumb=list,新青安光大國宅三房低總價光大國宅,台中市北區五權路,大樓,25.4年,建坪 45.33,主 + 陽27.18,4樓/14樓,3房2廳2衛,有裝潢有景觀有陽台有 569 人也在關注這間👀,"1,268萬","1,088","1,268萬1,088萬",,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/0769JV?breadcrumb=list,豐東學區優質邊間電梯四房,台中市豐原區豐東路,華廈,32.6年,建坪 37.79,主 + 陽33.43,3樓/5樓,4房2廳2衛,有陽台廁所開窗無障礙空間有 139 人也在關注這間👀,"1,098萬",988,"1,098萬988萬",,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/3639XB?breadcrumb=list,中科國安藍海帝國視野三房富宇藍海帝國,台中市西屯區國安一路,大樓,18.2年,建坪 42.59,主 + 陽24.72,6樓/15樓,3房2廳2衛,有裝潢有景觀有陽台有 336 人也在關注這間👀,"2,288萬","1,960","2,288萬1,960萬",坡道平面車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/8771PY?breadcrumb=list,※大觀園三房附車位熊貓大觀園,台中市西屯區西屯路二段,大樓,27.1年,建坪 33.61,主 + 陽23.34,2樓/13樓,3房2廳2衛,前後陽台有陽台警衛管理有 351 人也在關注這間👀,"1,498萬","1,268","1,498萬1,268萬",坡道機械車位,,
2025_11_24 10_02_18,5,https://www.sinyi.com.tw//buy/house/4715YW?breadcrumb=list,精銳藝博匯美裝三房雙平車藝博匯,台中市南屯區忠勇路,大樓/辦公,9.3年,建坪 65.38,主 + 陽30.43,3樓/15樓,3房2廳2衛,有裝潢有景觀前後陽台有 289 人也在關注這間👀,"3,288萬","3,088","3,288萬3,088萬",兩個以上車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/3893LG?breadcrumb=list,專任君大院裝潢三房平車君大院,台中市大里區長興一街,大樓,7.1年,建坪 48.51,主 + 陽25.88,6樓/23樓,3房2廳2衛,有裝潢廁所開窗房間皆有窗有 48 人也在關注這間👀,"1,798萬","1,798","1,798萬",坡道平面車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/5535LL?breadcrumb=list,皇普莊園兩房平車先看這間皇普莊園,台中市北區進化路,大樓,0.9年,建坪 33.25,主 + 陽16.77,13樓/24樓,2房2廳1衛,有裝潢前後陽台有陽台有 250 人也在關注這間👀,"1,388萬","1,288","1,388萬1,288萬",坡道平面車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/2794VU?breadcrumb=list,興大高樓視野三房京國,台中市南區信義南街,大樓,29.0年,建坪 30.55,主 + 陽21.08,13樓/24樓,3房2廳2衛,有景觀有陽台房間皆有窗有 19 人也在關注這間👀,898萬,898,898萬,,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/3970KF?breadcrumb=list,急售！嶺東商圈兩房美視野品蔚,台中市南屯區保安二街,大樓,11.0年,建坪 30.59,主 + 陽16.81,6樓/12樓,2房2廳1衛,有裝潢前後陽台有陽台有 868 人也在關注這間👀,"1,380萬","1,188","1,380萬1,188萬",坡道機械車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/4887NM?breadcrumb=list,精科商圈２房平車衛浴開窗勝美市,台中市南屯區寶山東二街,大樓,17.9年,建坪 36.41,主 + 陽19.65,6樓/12樓,2房2廳1衛,有裝潢有陽台廁所開窗有 242 人也在關注這間👀,"1,388萬","1,298","1,388萬1,298萬",坡道平面車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/0389FX?breadcrumb=list,強案釋出！黎明新村,台中市南屯區干城街,透天,50.3年,建坪 23.14,主建物23.14,1-2樓/2樓,5房2廳4衛(含加蓋2房3衛),有裝潢前後陽台有陽台有 83 人也在關注這間👀,"2,188萬","1,980","2,188萬1,980萬",,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/6220HK?breadcrumb=list,華美河畔樹梢美三房車位太舜傳家,台中市西屯區華美西街二段,大樓,31.5年,建坪 55.53,主 + 陽43.53,5樓/23樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 170 人也在關注這間👀,"1,680萬","1,580","1,680萬1,580萬",坡道機械車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/5697AY?breadcrumb=list,黎明大未來裝潢三房附車位大未來,台中市南屯區黎明路二段,大樓,30.8年,建坪 38.42,主 + 陽28.69,13樓/13樓,3房2廳2衛,有裝潢有景觀前後陽台有 1007 人也在關注這間👀,"1,288萬","1,158","1,288萬1,158萬",坡道機械車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/2552LC?breadcrumb=list,櫻花河景活力美三房平車位櫻花活力水岸,台中市北屯區祥順東路二段,大樓,7.1年,建坪 45.96,主 + 陽24.47,6樓/13樓,3房2廳2衛,有裝潢前後陽台有陽台有 178 人也在關注這間👀,"1,698萬","1,588","1,698萬1,588萬",坡道平面車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/2300RK?breadcrumb=list,國聚之幸兩房平車誠售可談國聚之幸,台中市西屯區福科路,大樓,7.0年,建坪 39.91,主 + 陽19.17,10樓/15樓,2房2廳1衛,有裝潢有景觀有陽台有 671 人也在關注這間👀,"2,180萬","1,888","2,180萬1,888萬",坡道平面車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/6464KW?breadcrumb=list,德原★面綠園道三房雙平車德原,台中市北區太原路二段,大樓,9.1年,建坪 94.23,主 + 陽56.68,13樓/14樓,3房2廳3衛,有裝潢有景觀前後陽台有 460 人也在關注這間👀,"4,780萬","4,380","4,780萬4,380萬",兩個以上車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/9150MT?breadcrumb=list,西區首購宅～開價實登區間鄉林夏都,台中市西區忠明南路,大樓,18.9年,建坪 41.13,主 + 陽26.3,10樓/15樓,2房2廳2衛,有裝潢有陽台廁所開窗有 856 人也在關注這間👀,"1,880萬","1,698","1,880萬1,698萬",坡道機械車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/3776DY?breadcrumb=list,單元二惠宇大聚裝潢雙平車惠宇大聚,台中市南屯區大墩十一街,大樓,7.2年,建坪 71.48,主 + 陽33.21,6樓/23樓,3房2廳2衛,有裝潢前後陽台有陽台有 951 人也在關注這間👀,"4,180萬","3,950","4,180萬3,950萬",兩個以上車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/0942NB?breadcrumb=list,近中山醫採光次頂樓雙併戶,台中市南區大慶街一段,華廈,33.4年,建坪 64.05,主 + 陽50.8,6樓/7樓,5房2廳4衛,有景觀房間皆有窗近公園有 74 人也在關注這間👀,"1,736萬","1,486","1,736萬1,486萬",,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/0583UV?breadcrumb=list,來看！北區中國醫便宜三房,台中市北區崇德路一段,公寓,44.7年,建坪 25.32,主建物23.65,5樓/5樓,6房3廳3衛(含加蓋3房1廳1衛),有裝潢有景觀前後陽台有 509 人也在關注這間👀,880萬,598,880萬598萬,,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/3263QP?breadcrumb=list,凱悅面南３房雙車位世紀凱悅,台中市西屯區國安一路,大樓,17.0年,建坪 68.42,主 + 陽37.46,18樓/22樓,3房2廳3衛,有裝潢有景觀前後陽台有 133 人也在關注這間👀,"3,380萬","3,180","3,380萬3,180萬",兩個以上車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/3009DB?breadcrumb=list,專任成功商圈大三房元百大鎮A區,台中市大里區向學一路,華廈,32.0年,建坪 38.23,主 + 陽26.33,4樓/7樓,3房2廳2衛,有景觀前後陽台有陽台有 92 人也在關注這間👀,858萬,788,858萬788萬,,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/8463LJ?breadcrumb=list,近捷運林鼎願景美三房平車林鼎願景二,台中市西屯區洛陽路,華廈,25.9年,建坪 42.25,主 + 陽26.02,5樓/9樓,3房2廳2衛,有裝潢有陽台房間皆有窗有 642 人也在關注這間👀,"2,188萬","1,888","2,188萬1,888萬",坡道平面車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/0400JX?breadcrumb=list,葳格國小旁３房平面車位林鼎願景二,台中市西屯區洛陽路,華廈,25.9年,建坪 42.12,主 + 陽25.94,1樓/9樓,3房2廳2衛,有陽台房間皆有窗警衛管理有 590 人也在關注這間👀,"1,888萬","1,798","1,888萬1,798萬",坡道平面車位,,
2025_11_24 10_02_29,6,https://www.sinyi.com.tw//buy/house/1737QV?breadcrumb=list,雋業建設－１雋四房雙平車雋業壹雋,台中市南屯區市政南二路,大樓,14.3年,建坪 78.38,主 + 陽37.06,10樓/12樓,4房2廳2衛,有景觀前後陽台有陽台有 997 人也在關注這間👀,"3,188萬","2,998","3,188萬2,998萬",兩個以上車位,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/1142LN?breadcrumb=list,亞昕一沐近７４次頂樓視野亞昕一沐,台中市北屯區豐樂五街,大樓,1.1年,建坪 29.86,主 + 陽13.77,13樓/14樓,1房2廳1衛,有裝潢有景觀有陽台有 259 人也在關注這間👀,"1,688萬","1,438","1,688萬1,438萬",坡道平面車位,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/4439CL?breadcrumb=list,晴山洋洋全新獨家兩房平車,台中市龍井區新庄街二段,華廈,1.5年,建坪 40.07,主 + 陽18.9,2樓/9樓,2房2廳2衛,有景觀前後陽台有陽台有 30 人也在關注這間👀,"1,568萬","1,488","1,568萬1,488萬",坡道平面車位,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/1201QR?breadcrumb=list,新青安輕鬆購電梯２＋１房,台中市北屯區國強街,華廈,32.0年,建坪 20.94,主 + 陽19.7,2樓/5樓,3房2廳2衛1室(含加蓋1房1衛1室),有裝潢廁所開窗房間皆有窗有 1368 人也在關注這間👀,778萬,678,778萬678萬,,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/9933YX?breadcrumb=list,富宇中央公園高樓美視野戶,台中市清水區中山路,大樓,4.1年,建坪 27.47,主 + 陽15.77,12樓/15樓,2房2廳1衛,有裝潢有陽台警衛管理有 163 人也在關注這間👀,"1,398萬","1,188","1,398萬1,188萬",坡道機械車位,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/3152KD?breadcrumb=list,急售漢口大空間３房含加蓋,台中市西屯區甘州五街,公寓,38.5年,建坪 35.21,主 + 陽31.82,2樓/5樓,3房2廳2衛(含加蓋1房),有裝潢前後陽台有陽台有 2399 人也在關注這間👀,"1,180萬",950,"1,180萬950萬",,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/4397PD?breadcrumb=list,專任全新整理美大三房,台中市北屯區天津路四段,華廈,37.5年,建坪 45.93,主 + 陽39.46,3樓/7樓,3房2廳2衛1室,有裝潢前後陽台有陽台有 118 人也在關注這間👀,"1,350萬","1,100","1,350萬1,100萬",,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/9951SS?breadcrumb=list,近興進園道、車站輕鬆成家,台中市北區富強街,公寓,44.1年,建坪 27.81,主 + 陽27.81,4樓/5樓,3房2廳1衛,有裝潢前後陽台有陽台有 188 人也在關注這間👀,660萬,580,660萬580萬,,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/5882PP?breadcrumb=list,大里首推⭐高樓大兩房車位親家W-HOUS...,台中市大里區東榮路一段,大樓,12.0年,建坪 34.11,主 + 陽18.5,14樓/15樓,2房2廳1衛,有裝潢警衛管理具垃圾處理有 222 人也在關注這間👀,"1,535萬","1,298","1,535萬1,298萬",坡道機械車位,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/2495VG?breadcrumb=list,小資入手全新寶輝！,台中市北屯區敦富路,大樓,0.5年,建坪 46.24,主 + 陽25.09,7樓/15樓,3房2廳2衛,有裝潢廁所開窗警衛管理有 63 人也在關注這間👀,"2,580萬","2,580","2,580萬",坡道平面車位,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/2078LD?breadcrumb=list,稀有釋出！鑫生活兩房平車,台中市沙鹿區臺灣大道七段,大樓,0.7年,建坪 41.28,主 + 陽19.36,3樓/11樓,2房2廳2衛,有裝潢有景觀有陽台有 50 人也在關注這間👀,"1,488萬","1,358","1,488萬1,358萬",坡道平面車位,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/9387DJ?breadcrumb=list,【精裝戶】城之華２房平車登陽城之華,台中市北屯區敦富六街,大樓,2.7年,建坪 35.6,主 + 陽17.25,5樓/15樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 101 人也在關注這間👀,"1,668萬","1,668","1,668萬",坡道平面車位,,
2025_11_24 10_02_41,7,https://www.sinyi.com.tw//buy/house/0756TG?breadcrumb=list,嶺東極美裝潢兩房大平車勝美極美,台中市南屯區寶山東二街,大樓,14.6年,建坪 33.75,主 + 陽19,2樓/12樓,2房2廳1衛,有裝潢有陽台房間皆有窗有 212 人也在關注這間👀,"1,298萬","1,238","1,298萬1,238萬",坡道平面車位,,
